Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,1,2,08:00,UTC,1,998.1,0,82,0,20,3.3,0.5,50000,256,3.2,1.9
2020,1,2,09:00,UTC,0,998.1,0,94,0,20,1.2,0.4,50000,162,2.7,2
2020,1,2,10:00,UTC,5,997.8,0,89,0,20,2,0.4,50000,151,3.4,2
2020,1,2,11:00,UTC,5,996.8,0,85,0,20,3,0.7,50000,173,4.3,2
2020,1,2,12:00,UTC,3,997,0,79,0,20,3.6,0.2,50000,208,6.2,2.5
2020,1,2,13:00,UTC,3,996.5,0,82,0,20,2.7,-0.1,45710,207,4.7,2
2020,1,2,14:00,UTC,7,995.8,0,86,0,20,2.4,0.4,37060,202,7.3,3.3
2020,1,2,15:00,UTC,7,995.8,0,87,0,20,2.7,0.8,35030,213,5.4,2.2
2020,1,2,16:00,UTC,1,995.2,0,89,0,20,2.5,0.8,38330,194,5.5,2.7
2020,1,2,17:00,UTC,0,995.2,0,87,0,20,2.8,0.8,34080,220,7.3,2.8
2020,1,2,18:00,UTC,0,994.3,0,85,0,20,2.9,0.6,35650,215,6.5,2.8
2020,1,2,19:00,UTC,0,994.3,0,84,0,19,3.2,0.8,26450,212,6.9,3
2020,1,2,20:00,UTC,0,993.9,0,85,0,19,3.3,1,23920,236,11.1,3.9
2020,1,2,21:00,UTC,1,993.5,0,86,0,19,3.3,1.2,20200,242,7.3,3.4
2020,1,2,22:00,UTC,7,993.1,0,85,0,20,3.7,1.4,19730,233,9.8,4.2
2020,1,2,23:00,UTC,7,992.7,0,83,0,19,4.1,1.4,19780,236,10.8,4.5
2020,1,3,00:00,UTC,7,992.4,0,82,0,20,4.2,1.4,20650,230,8.7,4
2020,1,3,01:00,UTC,8,991.9,0,82,0,20,4.4,1.6,24960,232,8.1,3.4
2020,1,3,02:00,UTC,8,991,0,81,0,19,4.7,1.8,37270,223,8.1,3.8
2020,1,3,03:00,UTC,8,990.3,0,80,0,19,4.8,1.7,47220,218,10.3,3.7
2020,1,3,04:00,UTC,8,989.2,0,80,0,19,4.8,1.7,49470,214,8.7,3.4
2020,1,3,05:00,UTC,8,988.8,0,79,0,18,4.8,1.6,33100,224,9.2,4.5
2020,1,3,06:00,UTC,8,988.1,0,84,0,18,4.3,1.7,8580,216,8.4,3.8
2020,1,3,07:00,UTC,8,987.7,0.1,94,0.3,17,3.3,2.5,4850,201,10.5,3.1
2020,1,3,08:00,UTC,8,987.3,0,87,0,17,4,2.1,38810,210,8.7,3.7
2020,1,3,09:00,UTC,8,986.6,0,86,0,16,3.9,1.8,17890,210,9.3,4.8
2020,1,3,10:00,UTC,8,985.6,0,87,0,16,3.7,1.7,29480,207,12.6,4.6
2020,1,3,11:00,UTC,8,984.6,0,84,0,16,3.8,1.3,50000,213,11.5,5.3
2020,1,3,12:00,UTC,8,983.8,0,86,0,17,3.5,1.5,43340,212,10.9,4.9
2020,1,3,13:00,UTC,8,983.3,0,90,0,16,3.3,1.8,12540,205,8.4,4.1
2020,1,3,14:00,UTC,8,982.4,0.1,96,0.2,15,3.1,2.4,6250,199,9.5,4
2020,1,3,15:00,UTC,8,982.2,0.2,96,0.4,15,3.3,2.7,11680,206,8.4,3.6
2020,1,3,16:00,UTC,7,983.9,1.5,96,0,14,1.2,0.6,46660,268,6.4,2.9
2020,1,3,17:00,UTC,5,984.1,0,94,0,14,0.9,0,50000,262,6.1,3
2020,1,3,18:00,UTC,3,984.5,0,90,0,14,0.8,-0.6,50000,275,9.9,4.7
2020,1,3,19:00,UTC,1,985.1,0,90,0,14,0.2,-1.2,50000,264,5.7,2.8
2020,1,3,20:00,UTC,1,984.9,0,91,0,14,-0.3,-1.7,50000,218,6.4,2.7
2020,1,3,21:00,UTC,1,984.9,0,90,0,14,-0.6,-2,50000,216,7.1,3
2020,1,3,22:00,UTC,1,985.2,0,84,0,14,-0.5,-3,50000,248,7.8,3.7
2020,1,3,23:00,UTC,1,985,0,85,0,14,-0.8,-3,50000,233,6.8,3.2
2020,1,4,00:00,UTC,0,983.9,0,90,0,14,-1.5,-2.9,50000,200,5.6,2.3
2020,1,4,01:00,UTC,5,982.4,0,89,0,14,-1.6,-3.1,50000,181,6.1,3.1
2020,1,4,02:00,UTC,5,981.6,0,87,0,14,-1.3,-3.2,50000,210,6.3,3.3
2020,1,4,03:00,UTC,5,980.3,0,87,0,14,-1.4,-3.2,50000,190,8.1,3.5
2020,1,4,04:00,UTC,3,979.6,0,88,0,14,-1.5,-3.2,50000,199,9.3,3.2
2020,1,4,05:00,UTC,1,978.7,0,87,0,14,-1.5,-3.4,50000,197,6.4,3.2
2020,1,4,06:00,UTC,3,978,0,85,0,14,-1.1,-3.4,50000,201,8.6,3.9
2020,1,4,07:00,UTC,7,977.6,0,85,0,14,-1,-3.1,6300,210,9.6,4.2
2020,1,4,08:00,UTC,8,977.3,0,89,0,14,-1,-2.6,4950,218,8,3.3
2020,1,4,09:00,UTC,7,977.7,0,83,0,14,-0.3,-2.8,50000,241,9.4,3.5
2020,1,4,10:00,UTC,8,977.9,0,81,0,14,0.2,-2.6,17260,221,7.2,3.3
2020,1,4,11:00,UTC,9,978.4,0.1,95,0.8,14,-0.3,-1,1560,259,4.6,2.2
2020,1,4,12:00,UTC,8,979.8,0.2,87,0,14,-0.4,-2.2,21460,301,11.9,7.2
2020,1,4,13:00,UTC,8,981.8,0,81,0,15,-0.7,-3.7,14120,307,14.8,9.1
2020,1,4,14:00,UTC,7,983.7,0,79,0,15,-0.9,-4.2,50000,307,11,7.6
2020,1,4,15:00,UTC,8,985.5,0,75,0,15,-0.8,-4.6,50000,306,13.7,8.3
2020,1,4,16:00,UTC,7,987.6,0,75,0,15,-1.1,-5,50000,309,13,7.3
2020,1,4,17:00,UTC,8,989.3,0,77,0,15,-1,-4.6,50000,327,14.6,10.4
2020,1,4,18:00,UTC,8,991.1,0,71,0,15,-0.8,-5.3,50000,326,14.6,9.7
2020,1,4,19:00,UTC,8,992.8,0,73,0,15,-0.7,-5,50000,314,13.1,9.8
2020,1,4,20:00,UTC,8,994.8,0,71,0,15,-1,-5.7,50000,313,12.2,8.4
2020,1,4,21:00,UTC,8,996.6,0,74,0,15,-1.5,-5.6,32370,312,12.6,8.4
2020,1,4,22:00,UTC,7,998.1,0,80,0,15,-1.7,-4.7,14180,313,9.7,7.8
2020,1,4,23:00,UTC,8,1000.1,0,87,0,15,-1.9,-3.8,11040,322,10.6,7.8
2020,1,5,00:00,UTC,8,1002.3,0,80,0,14,-2.1,-5.1,50000,344,15.4,10.9
2020,1,5,01:00,UTC,8,1004.6,0,78,0,14,-2.3,-5.6,22600,339,13,8.4
2020,1,5,02:00,UTC,8,1007.1,0,79,0,15,-2.4,-5.7,47190,334,10.3,7.5
2020,1,5,03:00,UTC,8,1009.1,0,79,0,15,-3.3,-6.5,10920,335,12.2,8.1
2020,1,5,04:00,UTC,1,1010.9,0,74,0,15,-4.4,-8.4,50000,334,10,6.3
2020,1,5,05:00,UTC,0,1012.8,0,74,0,15,-5.5,-9.5,50000,330,8.9,6.8
2020,1,5,06:00,UTC,0,1014.6,0,75,0,15,-6.5,-10.1,49750,330,6.8,5
2020,1,5,07:00,UTC,0,1016.2,0,81,0,15,-8.2,-10.8,48400,319,5.8,4.9
2020,1,5,08:00,UTC,0,1017.3,0,79,0,15,-6.9,-10,38910,294,3.4,2.4
2020,1,5,09:00,UTC,0,1017.9,0,81,0,15,-7.9,-10.6,39730,286,2.3,1.1
2020,1,5,10:00,UTC,0,1018,0,78,0,15,-7.1,-10.2,37990,267,4.1,2.5
2020,1,5,11:00,UTC,0,1018.1,0,81,0,15,-7.2,-9.9,42680,220,1.5,0.9
2020,1,5,12:00,UTC,0,1018.7,0,80,0,15,-6.9,-9.8,43510,241,3.1,1.7
2020,1,5,13:00,UTC,0,1018.7,0,84,0,15,-7.9,-10.1,40660,216,1.9,0.8
2020,1,5,14:00,UTC,0,1018.7,0,88,0,15,-8.3,-9.9,34160,181,3.2,1.9
2020,1,5,15:00,UTC,0,1018.3,0,91,0,15,-9,-10.2,24490,153,2.3,1.2
2020,1,5,16:00,UTC,7,1017.8,0,92,0,15,-8.3,-9.4,26450,190,2.5,1.2
2020,1,5,17:00,UTC,7,1017.2,0,88,0,15,-7.8,-9.4,37250,165,2.2,1.1
2020,1,5,18:00,UTC,7,1016.2,0,80,0,15,-6.5,-9.4,49730,161,4.1,1.7
2020,1,5,19:00,UTC,7,1015,0,71,0,15,-5.4,-9.8,50000,166,5.2,2.9
2020,1,5,20:00,UTC,8,1014,0,61,0,15,-4.4,-10.9,50000,161,7,3
2020,1,5,21:00,UTC,7,1013.4,0,62,0,15,-4,-10.1,50000,179,4.1,1.9
2020,1,5,22:00,UTC,8,1012.8,0.2,89,1.1,15,-4.6,-6.1,1600,171,5.4,2.5
2020,1,5,23:00,UTC,9,1011.4,0.8,96,1,17,-4.4,-5,1130,163,5.7,3
2020,1,6,00:00,UTC,8,1010.8,0.6,96,0,16,-4.2,-4.7,8310,155,5.6,2.9
2020,1,6,01:00,UTC,8,1009.9,0.3,98,0,18,-3.5,-3.8,2770,155,5,2.6
2020,1,6,02:00,UTC,8,1009.4,0.2,98,0,17,-3.1,-3.4,4920,161,4.4,1.9
2020,1,6,03:00,UTC,8,1009.4,0,98,0,17,-2.3,-2.5,6460,190,5.2,2.1
2020,1,6,04:00,UTC,8,1009.1,0.1,99,0.5,17,-2.1,-2.3,7450,184,3.8,1.9
2020,1,6,05:00,UTC,8,1009.2,0,99,0,17,-1.7,-1.9,7840,180,3.2,1.5
2020,1,6,06:00,UTC,8,1009.2,0,98,0,17,-1.2,-1.5,50000,233,2.8,1.3
2020,1,6,07:00,UTC,8,1009.7,0,99,0,17,-1.2,-1.4,8820,194,4.3,1.5
2020,1,6,08:00,UTC,8,1010,0,100,0,17,-0.8,-0.9,3440,190,2.8,1
2020,1,6,09:00,UTC,8,1009.8,0,100,0,17,-0.4,-0.4,3670,218,3.5,1.8
2020,1,6,10:00,UTC,8,1010,0,100,0,17,0.1,0.1,8780,255,4.9,2.3
2020,1,6,11:00,UTC,8,1010.3,0,100,0,17,0.3,0.3,8960,229,5.4,2.2
2020,1,6,12:00,UTC,8,1010.2,0,100,0,17,0.2,0.2,5260,221,5.5,2.8
2020,1,6,13:00,UTC,8,1010.4,0,100,0,17,0.1,0.1,2870,223,4.3,2.1
2020,1,6,14:00,UTC,8,1010.5,0,100,0,17,0.2,0.2,6330,221,4.1,1.6
2020,1,6,15:00,UTC,8,1010.6,0,100,0,17,0.5,0.4,44920,231,4.5,2.2
2020,1,6,16:00,UTC,8,1011,0,99,0,17,0.5,0.4,37210,234,4.1,2
2020,1,6,17:00,UTC,8,1011,0,99,0,17,0.3,0.2,16870,227,4.9,1.9
2020,1,6,18:00,UTC,8,1010.8,0,100,0,17,0.1,0,14540,204,3.3,1.6
2020,1,6,19:00,UTC,8,1010.9,0,100,0,17,0,0,13730,173,3,1.4
2020,1,6,20:00,UTC,8,1010.7,0,100,0,17,-0.1,-0.1,11420,186,4,1.9
2020,1,6,21:00,UTC,8,1010.7,0,100,0,17,-0.1,-0.1,8150,202,5.9,2.6
2020,1,6,22:00,UTC,8,1010.4,0,100,0,17,-0.4,-0.4,4740,193,6.5,3.4
2020,1,6,23:00,UTC,8,1010.4,0,100,0,17,-0.5,-0.5,4130,192,6.2,3.2
2020,1,7,00:00,UTC,8,1010,0,100,0,17,-0.4,-0.4,5370,190,5.6,3
2020,1,7,01:00,UTC,8,1009.7,0,100,0,17,-0.2,-0.2,5710,194,6.1,3
2020,1,7,02:00,UTC,8,1009.7,0,100,0,17,0,0,8980,199,5.4,2.6
2020,1,7,03:00,UTC,8,1009.2,0,99,0,17,0.2,0.1,13670,191,6.8,3
2020,1,7,04:00,UTC,8,1008.9,0,99,0,17,0.5,0.3,13330,200,5.2,2.3
2020,1,7,05:00,UTC,8,1008.6,0,99,0,17,0.7,0.6,5130,183,4.1,2
2020,1,7,06:00,UTC,8,1008.7,0,100,0,17,1.1,1.1,3900,194,5.7,2.6
2020,1,7,07:00,UTC,8,1008.3,0,99,0,17,1.6,1.5,4900,191,4.6,2.5
2020,1,7,08:00,UTC,8,1008.4,0,100,0,17,1.8,1.8,3000,180,4.5,2.1
2020,1,7,09:00,UTC,8,1008.2,0,100,0,17,2.2,2.2,4170,176,5.1,2
2020,1,7,10:00,UTC,8,1008.4,0.1,99,0.3,16,2.9,2.8,3440,190,4.8,2.5
2020,1,7,11:00,UTC,8,1008.1,0.1,98,0,16,3.1,2.8,6270,183,3.9,2
2020,1,7,12:00,UTC,8,1007.9,0,98,0,15,3.1,2.9,4960,183,5.2,2.4
2020,1,7,13:00,UTC,8,1007.8,0.1,99,0.3,15,3.1,2.9,6980,192,4.5,2.2
2020,1,7,14:00,UTC,8,1007.8,0,98,0,15,3.2,2.9,4620,190,4.4,2.3
2020,1,7,15:00,UTC,8,1007.7,0,96,0,15,3.2,2.7,31970,211,6.5,3
2020,1,7,16:00,UTC,8,1008,0,97,0,15,3.1,2.6,5920,217,6.7,2.8
2020,1,7,17:00,UTC,8,1008.1,0,97,0,15,3,2.6,5730,213,5,2.2
2020,1,7,18:00,UTC,8,1007.7,0.1,97,0,15,2.9,2.5,8130,195,4.4,2.2
2020,1,7,19:00,UTC,8,1006.9,0,96,0,15,3,2.4,10850,218,6.1,2.8
2020,1,7,20:00,UTC,8,1006.7,0,95,0,15,2.8,2.1,13920,215,4.8,2.2
2020,1,7,21:00,UTC,8,1005.9,0,96,0,14,2.8,2.2,8940,199,7.5,2.7
2020,1,7,22:00,UTC,8,1005.6,0,96,0,13,2.9,2.4,7230,217,7,2.5
2020,1,7,23:00,UTC,8,1004.6,0,95,0,14,3.1,2.4,12610,214,9.4,4.4
2020,1,8,00:00,UTC,8,1003.5,0,96,0,14,2.8,2.2,8170,187,8,3.8
2020,1,8,01:00,UTC,8,1002.1,0,96,0,14,3.1,2.5,20920,192,8.4,3.5
2020,1,8,02:00,UTC,8,1000.2,0,92,0,13,3.6,2.5,50000,191,8.9,4.6
2020,1,8,03:00,UTC,8,998.2,0,90,0,12,3.8,2.3,43760,191,10,4.3
2020,1,8,04:00,UTC,8,997.4,0,88,0,13,3.8,2,14590,196,7.7,3.9
2020,1,8,05:00,UTC,8,996.1,0.6,96,1.1,13,3.3,2.6,5580,195,9.7,4.5
2020,1,8,06:00,UTC,8,994.1,1.3,96,1.3,12,3.2,2.6,11050,194,11.2,5.3
2020,1,8,07:00,UTC,8,993.1,0.3,94,0,12,3.5,2.7,43660,192,11,3.8
2020,1,8,08:00,UTC,8,992.7,0,96,0,11,3.5,2.9,4390,200,8.6,3.8
2020,1,8,09:00,UTC,8,991.6,0.1,97,0,12,3.6,3.2,4300,198,9.7,4.7
2020,1,8,10:00,UTC,8,990.9,0.3,98,0.2,11,3.7,3.4,3310,196,8.9,3.9
2020,1,8,11:00,UTC,8,989.9,0.2,98,0.2,10,3.9,3.6,3320,198,9.2,3.7
2020,1,8,12:00,UTC,8,989.3,0.5,98,0.7,10,4.1,3.8,3640,192,8,3.3
2020,1,8,13:00,UTC,8,988.7,0.5,98,0.7,10,4.3,4.1,3460,190,6.5,3.2
2020,1,8,14:00,UTC,8,988.2,0.4,99,0.4,10,4.5,4.3,3510,192,6.7,2.7
2020,1,8,15:00,UTC,8,987.8,0.3,98,0.2,10,4.9,4.6,5030,202,6.8,2.8
2020,1,8,16:00,UTC,8,988.1,1.9,96,2.2,9,5.1,4.6,13810,257,5.6,2.7
2020,1,8,17:00,UTC,8,990.2,1.1,94,0,8,2.8,2,50000,291,9.6,5.5
2020,1,8,18:00,UTC,3,991.2,0,96,0,8,2.3,1.7,50000,269,6.8,3.3
2020,1,8,19:00,UTC,0,992.4,0,95,0,8,1.7,1,50000,271,6.7,3.8
2020,1,8,20:00,UTC,0,993.3,0,94,0,8,1.2,0.4,50000,269,6.8,3.3
2020,1,8,21:00,UTC,1,994,0,95,0,8,0.8,0.2,50000,255,5.4,2.2
2020,1,8,22:00,UTC,0,994.1,0,95,0,8,0.7,0.1,50000,249,7.2,3.3
2020,1,8,23:00,UTC,7,994.7,0,94,0,8,1.3,0.5,50000,244,7.8,2.8
2020,1,9,00:00,UTC,7,994.9,0,93,0,8,1.5,0.4,50000,269,5.7,2.4
2020,1,9,01:00,UTC,0,994.5,0,94,0,8,0.9,0,50000,238,5.8,2
2020,1,9,02:00,UTC,0,994.9,0,91,0,8,0.8,-0.6,50000,257,10,4.6
2020,1,9,03:00,UTC,0,994.9,0,91,0,8,0.5,-0.8,50000,256,7.4,3.3
2020,1,9,04:00,UTC,5,994.9,0,90,0,8,0.6,-0.8,50000,253,6.7,3
2020,1,9,05:00,UTC,0,995.4,0,91,0,8,0.5,-0.8,50000,250,7.8,3.4
2020,1,9,06:00,UTC,5,995.4,0,88,0,8,0.7,-1.1,50000,239,8.4,3.7
2020,1,9,07:00,UTC,1,996.3,0,86,0,8,0.6,-1.5,50000,240,7.4,2.8
2020,1,9,08:00,UTC,1,997,0,83,0,8,0.6,-1.9,50000,247,7.3,3.1
2020,1,9,09:00,UTC,1,997.5,0,84,0,8,0.7,-1.8,48150,255,7.4,3.7
2020,1,9,10:00,UTC,0,998.4,0,80,0,8,1,-2.1,43760,265,6.9,3.6
2020,1,9,11:00,UTC,0,999.3,0,77,0,8,1.3,-2.2,39470,270,8,4.7
2020,1,9,12:00,UTC,0,999.7,0,76,0,8,1.3,-2.4,37120,272,7.8,4.7
2020,1,9,13:00,UTC,0,1000.7,0,75,0,8,1.3,-2.6,30380,265,8.2,4.3
2020,1,9,14:00,UTC,0,1001.5,0,77,0,8,0.7,-2.9,25260,277,7.4,3.5
2020,1,9,15:00,UTC,0,1001.8,0,76,0,8,0.5,-3.1,27570,279,7.1,4.1
2020,1,9,16:00,UTC,0,1002.8,0,77,0,8,0.2,-3.3,29210,272,6.1,3.5
2020,1,9,17:00,UTC,0,1003.5,0,80,0,8,-0.4,-3.4,27480,269,5.6,2.9
2020,1,9,18:00,UTC,0,1003.8,0,81,0,8,-0.8,-3.6,28900,265,5,2.7
2020,1,9,19:00,UTC,0,1004.5,0,82,0,8,-1.2,-3.8,30670,266,5.2,2.9
2020,1,9,20:00,UTC,0,1005.2,0,83,0,8,-1.4,-4,27970,280,5.5,3.2
2020,1,9,21:00,UTC,0,1005.3,0,81,0,8,-1.5,-4.3,29470,270,6.3,3.7
2020,1,9,22:00,UTC,0,1005.8,0,83,0,8,-1.8,-4.3,25540,272,7.1,4.4
2020,1,9,23:00,UTC,1,1006.2,0,83,0,8,-1.9,-4.4,26170,273,5.7,3.3
2020,1,10,00:00,UTC,3,1006.7,0,82,0,8,-1.7,-4.4,26890,268,7.2,3.9
2020,1,10,01:00,UTC,1,1007.1,0,82,0,8,-1.8,-4.5,29350,264,6.3,3.8
2020,1,10,02:00,UTC,5,1007.3,0,86,0,8,-2.4,-4.4,23320,252,5.1,2.8
2020,1,10,03:00,UTC,7,1007.8,0,88,0,8,-2.4,-4.2,20350,248,6,3.3
2020,1,10,04:00,UTC,7,1008,0,88,0,8,-2.3,-4,19120,255,6.7,3.9
2020,1,10,05:00,UTC,5,1008.3,0,89,0,8,-2.5,-4.1,18600,253,5.6,3
2020,1,10,06:00,UTC,0,1008.7,0,95,0,8,-3.6,-4.3,15790,244,2.6,1.1
2020,1,10,07:00,UTC,0,1009.2,0,97,0,8,-4.6,-5,12160,128,1.9,1
2020,1,10,08:00,UTC,0,1009.2,0,90,0,8,-2.5,-4,19260,260,5.3,3.1
2020,1,10,09:00,UTC,0,1009.7,0,89,0,8,-2.7,-4.2,17570,263,4.3,2.2
2020,1,10,10:00,UTC,0,1009.9,0,84,0,8,-2.1,-4.5,21590,263,4.8,2.4
2020,1,10,11:00,UTC,0,1010.1,0,81,0,8,-1.9,-4.7,21990,250,4.1,2.2
2020,1,10,12:00,UTC,0,1010.4,0,80,0,8,-1.7,-4.7,26250,255,5,2.8
2020,1,10,13:00,UTC,0,1010.6,0,80,0,8,-1.7,-4.7,23680,256,4.5,2.8
2020,1,10,14:00,UTC,0,1010.6,0,82,0,8,-2,-4.7,26380,255,4.5,2.4
2020,1,10,15:00,UTC,0,1011,0,83,0,8,-2.2,-4.7,27200,258,5.3,2.7
2020,1,10,16:00,UTC,0,1011.2,0,83,0,8,-2.2,-4.7,29370,255,4,2
2020,1,10,17:00,UTC,0,1011.5,0,90,0,8,-3.7,-5.1,26180,246,2.2,1
2020,1,10,18:00,UTC,0,1011.5,0,86,0,9,-2.6,-4.7,30670,252,6.5,2.9
2020,1,10,19:00,UTC,0,1011.8,0,88,0,9,-2.9,-4.6,30970,244,4.7,2.4
2020,1,10,20:00,UTC,7,1011.8,0,89,0,9,-2.7,-4.2,34070,260,4.7,2.2
2020,1,10,21:00,UTC,7,1012,0,88,0,9,-2,-3.7,38610,270,3.4,1.9
2020,1,10,22:00,UTC,7,1012.2,0,87,0,9,-1.6,-3.4,36460,275,5.7,3.2
2020,1,10,23:00,UTC,3,1012.9,0,89,0,8,-2,-3.6,43630,290,5.4,3.5
2020,1,11,00:00,UTC,1,1013.3,0,91,0,9,-2.3,-3.6,39830,263,4,1.8
2020,1,11,01:00,UTC,1,1013.6,0,95,0,8,-4,-4.6,34780,188,1.4,0.7
2020,1,11,02:00,UTC,0,1013.9,0,97,0,8,-3.8,-4.2,30040,232,2.3,0.8
2020,1,11,03:00,UTC,0,1013.7,0,99,0,8,-4.2,-4.3,26780,237,2.9,1.4
2020,1,11,04:00,UTC,8,1014.2,0,99,0,9,-3.1,-3.3,8590,282,5,2.8
2020,1,11,05:00,UTC,8,1014.6,0,99,0,9,-3.1,-3.1,9050,269,5.6,2
2020,1,11,06:00,UTC,8,1014,0,99,0,8,-3.2,-3.3,12040,224,2.8,1.1
2020,1,11,07:00,UTC,8,1014.1,0,99,0,8,-3.4,-3.5,8170,231,2.3,1.1
2020,1,11,08:00,UTC,8,1014,0,99,0,8,-3.5,-3.7,13440,185,2.3,1.2
2020,1,11,09:00,UTC,7,1013.5,0,99,0,8,-3.4,-3.5,7260,189,3.6,1.9
2020,1,11,10:00,UTC,5,1012.6,0,98,0,8,-3.4,-3.8,44210,174,4.5,1.7
2020,1,11,11:00,UTC,3,1012,0,97,0,8,-3.5,-4,50000,169,3,1.6
2020,1,11,12:00,UTC,7,1011.4,0,94,0,8,-2.9,-3.7,50000,167,4,1.9
2020,1,11,13:00,UTC,7,1010,0,90,0,8,-2.2,-3.6,46650,167,4.1,2
2020,1,11,14:00,UTC,7,1008.2,0,77,0,8,-1.2,-4.8,49800,187,7.5,3.7
2020,1,11,15:00,UTC,8,1005.9,0,71,0,8,-0.7,-5.3,50000,179,7.2,2.6
2020,1,11,16:00,UTC,8,1003.7,0,62,0,8,0.7,-5.8,50000,187,9.4,4.4
2020,1,11,17:00,UTC,8,1001.2,0,69,0,8,0.8,-4.2,20010,190,10.3,5
2020,1,11,18:00,UTC,8,1000.4,0,89,0,8,0.8,-0.9,3280,201,10.9,4.6
2020,1,11,19:00,UTC,8,999.1,0.4,98,0.5,7,0.5,0.3,3320,202,8,3.8
2020,1,11,20:00,UTC,8,997.9,0.2,97,0.5,10,0.8,0.4,4240,197,7.2,3.4
2020,1,11,21:00,UTC,8,996.5,0.1,98,0,10,1.1,0.7,6220,200,8.9,3.7
2020,1,11,22:00,UTC,8,995.5,0,96,0,9,1.2,0.7,5570,209,6,3.4
2020,1,11,23:00,UTC,8,993.7,0.4,97,0,10,1.1,0.7,4080,201,6.4,3
2020,1,12,00:00,UTC,8,993.1,0.6,97,0.2,10,1.2,0.8,4460,206,6.9,3.5
2020,1,12,01:00,UTC,8,992.5,0.2,97,0,10,1.5,1,3460,223,7.8,2.9
2020,1,12,02:00,UTC,8,991.7,0.2,98,0.3,9,2,1.7,2850,216,6.7,2.9
