Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Lumensyvyys (cm),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2021,1,3,12:00,UTC,0,1026.2,0,25,-10.2,2.1
2021,1,3,13:00,UTC,7,1026.6,0,26,-10,2.2
2021,1,3,14:00,UTC,7,1026.8,0,26,-9.8,1.7
2021,1,3,15:00,UTC,0,1027.3,0,25,-12,1.4
2021,1,3,16:00,UTC,0,1027.6,0,25,-12.7,1.7
2021,1,3,17:00,UTC,0,1028.1,0,26,-12.3,1.7
2021,1,3,18:00,UTC,0,1028.6,0,26,-11.8,2.4
2021,1,3,19:00,UTC,0,1029.2,0,26,-12.3,2.3
2021,1,3,20:00,UTC,0,1029.7,0,26,-12.8,2.1
2021,1,3,21:00,UTC,0,1030.3,0,26,-13.3,1.6
2021,1,3,22:00,UTC,0,1030.5,0,26,-15.2,0.6
2021,1,3,23:00,UTC,0,1030.7,0,26,-16.6,0.8
2021,1,4,00:00,UTC,0,1031.1,0,26,-17.3,1.5
2021,1,4,01:00,UTC,0,1031.5,0,26,-17.3,1.1
2021,1,4,02:00,UTC,0,1031.9,0,26,-16.8,1.1
2021,1,4,03:00,UTC,0,1031.6,0,26,-17.5,1.4
2021,1,4,04:00,UTC,0,1031.8,0,26,-18.1,0.8
2021,1,4,05:00,UTC,0,1032.1,0,26,-18.6,0
2021,1,4,06:00,UTC,1,1032.3,0,26,-18.7,0
2021,1,4,07:00,UTC,0,1032.8,0,26,-18.8,0.7
2021,1,4,08:00,UTC,0,1033.1,0,26,-19,1.4
2021,1,4,09:00,UTC,0,1033.3,0,26,-18.6,1.2
2021,1,4,10:00,UTC,0,1033.5,0,26,-18.4,1
2021,1,4,11:00,UTC,7,1033.7,0,26,-17.6,1
2021,1,4,12:00,UTC,7,1033.6,0,26,-17,0.9
2021,1,4,13:00,UTC,9,1034,0,26,-16.1,0.9
2021,1,4,14:00,UTC,7,1034,0,26,-17,1.3
2021,1,4,15:00,UTC,6,1033.9,0,26,-17.5,1.2
2021,1,4,16:00,UTC,5,1033.9,0,26,-17.8,1.1
2021,1,4,17:00,UTC,8,1034,0,26,-17.4,1.5
2021,1,4,18:00,UTC,7,1034.2,0,26,-17.9,1.2
2021,1,4,19:00,UTC,5,1034.5,0,26,-18.6,1.1
2021,1,4,20:00,UTC,6,1034.7,0,26,-19.1,0.9
2021,1,4,21:00,UTC,8,1034.7,0,26,-18.7,0.9
2021,1,4,22:00,UTC,8,1035,0,26,-18.6,1.2
2021,1,4,23:00,UTC,7,1034.9,0,26,-18.6,1.6
2021,1,5,00:00,UTC,7,1034.9,0,26,-18.9,1.5
2021,1,5,01:00,UTC,8,1034.8,0,26,-19.2,1.3
2021,1,5,02:00,UTC,8,1034.6,0,26,-19.2,1
2021,1,5,03:00,UTC,8,1034.5,0,26,-19.2,1.5
2021,1,5,04:00,UTC,8,1034.2,0,26,-19.2,1.6
2021,1,5,05:00,UTC,8,1034.1,0,26,-19.1,1.3
2021,1,5,06:00,UTC,7,1034.3,0,26,-19,1.4
2021,1,5,07:00,UTC,7,1034.5,0,26,-17.6,1.2
2021,1,5,08:00,UTC,8,1034.7,0,26,-16,0.9
2021,1,5,09:00,UTC,7,1034.6,0,26,-15.7,0.8
2021,1,5,10:00,UTC,7,1034.4,0,26,-15.3,0.9
2021,1,5,11:00,UTC,7,1034.1,0,26,-14,1
2021,1,5,12:00,UTC,7,1033.9,0,26,-13.4,0.6
2021,1,5,13:00,UTC,7,1033.8,0,26,-12.8,1.2
2021,1,5,14:00,UTC,0,1033.5,0,25,-14.6,1
2021,1,5,15:00,UTC,6,1033.3,0,25,-14.9,1.5
2021,1,5,16:00,UTC,5,1033.3,0,25,-15,1.3
2021,1,5,17:00,UTC,8,1033,0,25,-13.5,1.3
2021,1,5,18:00,UTC,7,1033,0,25,-13.6,1.3
2021,1,5,19:00,UTC,8,1033,0,25,-12.7,0.9
2021,1,5,20:00,UTC,8,1033.2,0,25,-11.9,1.5
2021,1,5,21:00,UTC,8,1033.2,0,25,-11.2,1.6
2021,1,5,22:00,UTC,8,1032.9,0,25,-10.6,1.1
2021,1,5,23:00,UTC,8,1032.8,0,25,-10.5,1.4
2021,1,6,00:00,UTC,8,1032.5,0,25,-10.5,1.6
2021,1,6,01:00,UTC,8,1032.1,0,25,-11.1,1.8
2021,1,6,02:00,UTC,7,1032.1,0,25,-12.7,1.8
2021,1,6,03:00,UTC,7,1031.7,0,25,-13.2,1.5
2021,1,6,04:00,UTC,7,1031.6,0,25,-13.2,1.3
2021,1,6,05:00,UTC,8,1031.7,0,25,-13,1.2
2021,1,6,06:00,UTC,8,1031.6,0,25,-12.5,1.3
2021,1,6,07:00,UTC,8,1031.6,0,25,-11.4,1.3
2021,1,6,08:00,UTC,8,1031.9,0,25,-10.5,1.2
2021,1,6,09:00,UTC,8,1031.9,0,25,-9.9,1.5
2021,1,6,10:00,UTC,8,1031.6,0,25,-9.7,1.3
2021,1,6,11:00,UTC,8,1031.4,0,25,-9.5,1.6
2021,1,6,12:00,UTC,8,1031.1,0,25,-9.4,1.6
2021,1,6,13:00,UTC,8,1030.7,0,25,-9.9,1.9
2021,1,6,14:00,UTC,8,1030.5,0,25,-10.9,0.9
2021,1,6,15:00,UTC,7,1030.5,0,25,-12.8,1.2
2021,1,6,16:00,UTC,7,1030.3,0,25,-11.8,1.3
2021,1,6,17:00,UTC,7,1030.3,0,25,-12.4,1
2021,1,6,18:00,UTC,7,1030.2,0,25,-12.3,1.2
2021,1,6,19:00,UTC,7,1030.3,0,25,-11.5,1.5
2021,1,6,20:00,UTC,8,1030.2,0,25,-11.1,0.8
2021,1,6,21:00,UTC,9,1029.8,0,25,-10.4,1
2021,1,6,22:00,UTC,7,1029.4,0,25,-10,1
2021,1,6,23:00,UTC,7,1029.1,0,25,-10.6,1.5
2021,1,7,00:00,UTC,8,1028.7,0,25,-10.5,1
2021,1,7,01:00,UTC,8,1028.2,0,25,-10.7,1.2
2021,1,7,02:00,UTC,8,1027.7,0,25,-10.6,1.8
2021,1,7,03:00,UTC,8,1027.3,0,25,-10.4,1.3
2021,1,7,04:00,UTC,8,1026.8,0,25,-10.1,1.1
2021,1,7,05:00,UTC,8,1026.3,0,25,-9.6,1.2
2021,1,7,06:00,UTC,8,1026,0,25,-9.1,1.1
2021,1,7,07:00,UTC,8,1025.9,0,25,-8.7,1.6
2021,1,7,08:00,UTC,8,1025.7,0,25,-8.3,1.1
2021,1,7,09:00,UTC,8,1025.6,0,25,-7.7,1.1
2021,1,7,10:00,UTC,8,1025.2,0,25,-7.3,1.3
2021,1,7,11:00,UTC,8,1024.6,0,25,-6.9,1.3
2021,1,7,12:00,UTC,8,1024.3,0,25,-7,1.4
2021,1,7,13:00,UTC,8,1023.8,0,25,-6.8,1.5
2021,1,7,14:00,UTC,8,1023.3,0,25,-6.7,1.7
2021,1,7,15:00,UTC,8,1023,0,25,-6.7,1.6
2021,1,7,16:00,UTC,8,1022.9,0,25,-6.6,1.5
2021,1,7,17:00,UTC,8,1022.7,0,25,-6.6,1.2
2021,1,7,18:00,UTC,8,1022.5,0,25,-6.4,1.8
2021,1,7,19:00,UTC,8,1022.6,0,25,-6.4,1.9
2021,1,7,20:00,UTC,8,1022.5,0,25,-6.3,2.4
2021,1,7,21:00,UTC,8,1022.5,0,25,-6.6,2
2021,1,7,22:00,UTC,8,1022.2,0,25,-6.7,2.3
2021,1,7,23:00,UTC,8,1022.2,0,25,-6.9,2.3
2021,1,8,00:00,UTC,8,1022,0,25,-7.1,2.3
2021,1,8,01:00,UTC,8,1022.1,0,25,-7.2,1.7
2021,1,8,02:00,UTC,8,1022,0,25,-7.1,1.8
2021,1,8,03:00,UTC,8,1022.1,0,25,-7,1.8
2021,1,8,04:00,UTC,8,1022.1,0,24,-6.8,2
2021,1,8,05:00,UTC,8,1022.2,0,24,-6.8,1.8
2021,1,8,06:00,UTC,8,1022.3,0,24,-6.7,1.6
2021,1,8,07:00,UTC,8,1022.5,0,24,-6.7,1.7
2021,1,8,08:00,UTC,8,1023,0,25,-6.7,1.8
2021,1,8,09:00,UTC,8,1023.4,0,25,-6.8,1.5
2021,1,8,10:00,UTC,8,1023.3,0,26,-6.9,1.3
2021,1,8,11:00,UTC,8,1023.3,0,26,-7,1.8
2021,1,8,12:00,UTC,8,1023.3,0,25,-7.1,1.5
2021,1,8,13:00,UTC,8,1023.3,0,26,-7.2,1.6
2021,1,8,14:00,UTC,8,1023.2,0,25,-7.4,1.6
2021,1,8,15:00,UTC,8,1023.3,0,25,-7.6,1.2
2021,1,8,16:00,UTC,8,1023.6,0,25,-7.9,1.3
2021,1,8,17:00,UTC,8,1023.7,0,22,-8.1,1.5
2021,1,8,18:00,UTC,8,1023.9,0,25,-8.3,1.3
2021,1,8,19:00,UTC,8,1024.1,0,25,-8.5,1.3
2021,1,8,20:00,UTC,8,1024.1,0,25,-8.6,1.3
2021,1,8,21:00,UTC,8,1024.4,0,25,-8.7,1.2
2021,1,8,22:00,UTC,8,1024.6,0,24,-8.8,1.3
2021,1,8,23:00,UTC,8,1024.4,0,24,-9,2.3
2021,1,9,00:00,UTC,8,1024.7,0,25,-9.1,0.9
2021,1,9,01:00,UTC,8,1024.6,0,25,-9.1,1.3
2021,1,9,02:00,UTC,8,1024.1,0,25,-9.2,1.9
2021,1,9,03:00,UTC,8,1024.1,0,25,-9.3,1.6
2021,1,9,04:00,UTC,8,1024.1,0,25,-9.4,1
2021,1,9,05:00,UTC,8,1024.1,0,25,-9.5,1.5
2021,1,9,06:00,UTC,8,1024.2,0,25,-9.5,1.2
2021,1,9,07:00,UTC,8,1024.3,0,25,-9.9,0.7
2021,1,9,08:00,UTC,8,1024.4,0,25,-10.1,1.3
2021,1,9,09:00,UTC,7,1024.6,0,25,-10,1
2021,1,9,10:00,UTC,7,1024.2,0,25,-9.9,1.3
2021,1,9,11:00,UTC,7,1023.8,0,25,-10.6,1.3
2021,1,9,12:00,UTC,7,1023.6,0,25,-11.8,0.9
2021,1,9,13:00,UTC,7,1023.5,0,25,-12.4,1.1
2021,1,9,14:00,UTC,7,1023.1,0,25,-11.3,1.4
2021,1,9,15:00,UTC,8,1022.5,0,25,-11.1,1.2
2021,1,9,16:00,UTC,7,1022.3,0,25,-11.7,1.8
2021,1,9,17:00,UTC,7,1022.4,0,25,-12.2,1.5
2021,1,9,18:00,UTC,8,1022.2,0,25,-12.3,1.9
2021,1,9,19:00,UTC,8,1021.7,0,25,-12.3,2
2021,1,9,20:00,UTC,8,1021.3,0,25,-12.1,2.6
2021,1,9,21:00,UTC,8,1020.9,0,25,-12.3,2.4
2021,1,9,22:00,UTC,8,1020.5,0,25,-12.4,2.3
2021,1,9,23:00,UTC,8,1020.3,0,25,-12.8,2.6
2021,1,10,00:00,UTC,8,1019.6,0,25,-13.1,2.5
2021,1,10,01:00,UTC,8,1019.2,0,25,-13.3,2.3
2021,1,10,02:00,UTC,7,1018.8,0,25,-14,2.6
2021,1,10,03:00,UTC,0,1018.4,0,25,-15.3,2.8
2021,1,10,04:00,UTC,7,1018.1,0,25,-15.2,3.1
2021,1,10,05:00,UTC,7,1017.7,0,25,-16.7,2.6
2021,1,10,06:00,UTC,0,1017.3,0,25,-18.2,3.2
2021,1,10,07:00,UTC,7,1017.3,0,25,-18.7,2.5
2021,1,10,08:00,UTC,7,1017.1,0,25,-18.6,3
2021,1,10,09:00,UTC,2,1016.9,0,25,-18.8,3.5
2021,1,10,10:00,UTC,0,1016.5,0,25,-18.4,3.2
2021,1,10,11:00,UTC,7,1015.8,0,25,-16.5,2.8
2021,1,10,12:00,UTC,7,1015.6,0,25,-14.6,3.3
2021,1,10,13:00,UTC,5,1015.4,0,25,-14.7,3.4
2021,1,10,14:00,UTC,6,1015.2,0,25,-14.2,3.4
2021,1,10,15:00,UTC,8,1014.7,0,25,-13.5,4
2021,1,10,16:00,UTC,8,1013.9,0,25,-13,3.7
2021,1,10,17:00,UTC,7,1013.8,0,25,-12.4,4.5
2021,1,10,18:00,UTC,8,1013.6,0.1,26,-12,4
2021,1,10,19:00,UTC,8,1013.4,0.2,25,-11.6,4.4
2021,1,10,20:00,UTC,8,1013.1,0.3,26,-10.9,3.7
2021,1,10,21:00,UTC,8,1013.1,0.8,27,-9.8,3.5
2021,1,10,22:00,UTC,8,1013.1,0.3,28,-8.8,4.5
2021,1,10,23:00,UTC,8,1013.5,0.2,29,-8.5,4.3
2021,1,11,00:00,UTC,7,1013.2,0.1,29,-8.5,4
2021,1,11,01:00,UTC,7,1013.2,0,30,-8.5,4.6
2021,1,11,02:00,UTC,7,1013,0,30,-8.6,4.6
2021,1,11,03:00,UTC,7,1012.7,0,29,-8.2,4.4
2021,1,11,04:00,UTC,7,1012.6,0,29,-8.1,5.1
2021,1,11,05:00,UTC,7,1012.5,0.1,29,-8.6,4.7
2021,1,11,06:00,UTC,8,1012.7,0,29,-9.1,4.6
2021,1,11,07:00,UTC,7,1012.6,0,29,-9.6,4.4
2021,1,11,08:00,UTC,8,1012.9,0,29,-9.7,5.1
2021,1,11,09:00,UTC,7,1013,0,29,-9.8,4.3
2021,1,11,10:00,UTC,7,1013,0,29,-9.9,4.6
2021,1,11,11:00,UTC,7,1013,0,29,-9.6,4.7
2021,1,11,12:00,UTC,7,1012.8,0,29,-9.3,4.1
2021,1,11,13:00,UTC,7,1012.9,0,29,-9.2,4.5
2021,1,11,14:00,UTC,8,1013.1,0.1,29,-8.8,4.2
2021,1,11,15:00,UTC,8,1013.1,0,29,-8.6,4.2
2021,1,11,16:00,UTC,8,1013.4,0,29,-8.6,3.4
2021,1,11,17:00,UTC,8,1013.7,0,29,-8.6,4
2021,1,11,18:00,UTC,8,1013.9,0,28,-8.6,3.9
2021,1,11,19:00,UTC,8,1014.1,0,28,-9.1,4.1
2021,1,11,20:00,UTC,7,1014.1,0,28,-9.2,4
2021,1,11,21:00,UTC,7,1014.5,0,28,-9,3.8
2021,1,11,22:00,UTC,7,1014.3,0,28,-9,4.2
2021,1,11,23:00,UTC,7,1014.1,0,28,-9,4.1
2021,1,12,00:00,UTC,8,1014.1,0,28,-9.3,4.3
2021,1,12,01:00,UTC,1,1014,0,28,-10.5,4.2
2021,1,12,02:00,UTC,7,1013.8,0,28,-11.2,3.9
2021,1,12,03:00,UTC,1,1013.6,0,28,-11.5,3.8
2021,1,12,04:00,UTC,7,1013.6,0,28,-11.7,5
2021,1,12,05:00,UTC,7,1013.4,0,28,-11.8,4.3
2021,1,12,06:00,UTC,7,1013.3,0,28,-11.2,4.4
2021,1,12,07:00,UTC,5,1013.3,0,28,-10.8,5
2021,1,12,08:00,UTC,7,1013.5,0,28,-10.6,3.9
2021,1,12,09:00,UTC,7,1013.6,0,28,-10.6,3.9
2021,1,12,10:00,UTC,7,1013.9,0,28,-11.1,4.1
2021,1,12,11:00,UTC,1,1013.7,0,28,-12,4.3
2021,1,12,12:00,UTC,5,1013.9,0,28,-14,4.7
2021,1,12,13:00,UTC,7,1014.2,0,28,-15.1,4.5
2021,1,12,14:00,UTC,7,1014.4,0,28,-15.8,4.6
2021,1,12,15:00,UTC,5,1014.7,0,28,-16.1,4.9
2021,1,12,16:00,UTC,3,1015.2,0,28,-16.4,3.9
2021,1,12,17:00,UTC,0,1015.6,0,28,-16.6,4.3
2021,1,12,18:00,UTC,0,1016.3,0,28,-16.7,4.5
2021,1,12,19:00,UTC,2,1017.1,0,28,-17,5
2021,1,12,20:00,UTC,0,1018.2,0,28,-17.6,4.7
2021,1,12,21:00,UTC,0,1018.8,0,28,-18.1,4.4
2021,1,12,22:00,UTC,0,1019.5,0,28,-18.6,4.3
2021,1,12,23:00,UTC,1,1020.2,0,28,-18.8,4.5
2021,1,13,00:00,UTC,3,1020.8,0,28,-18.7,3.8
2021,1,13,01:00,UTC,0,1021.5,0,28,-18.7,3.5
2021,1,13,02:00,UTC,0,1022,0,28,-18.7,4.1
2021,1,13,03:00,UTC,0,1022.5,0,28,-18.7,3.6
2021,1,13,04:00,UTC,0,1023.2,0,28,-18.8,3.3
2021,1,13,05:00,UTC,0,1023.9,0,28,-18.9,3.1
2021,1,13,06:00,UTC,0,1024.5,0,28,-18.9,3.7
2021,1,13,07:00,UTC,0,1025.3,0,28,-18.8,3.5
2021,1,13,08:00,UTC,0,1025.9,0,28,-19,3.2
2021,1,13,09:00,UTC,0,1026.6,0,28,-19.6,3.2
2021,1,13,10:00,UTC,0,1026.9,0,28,-19.3,3
2021,1,13,11:00,UTC,0,1026.7,0,28,-19.1,3.3
2021,1,13,12:00,UTC,0,1027,0,28,-19.2,2.9
2021,1,13,13:00,UTC,0,1026.8,0,28,-19.4,2.8
2021,1,13,14:00,UTC,0,1027.2,0,28,-19.6,3.3
2021,1,13,15:00,UTC,0,1027.3,0,28,-20.1,2.7
2021,1,13,16:00,UTC,0,1027.6,0,28,-20.2,3
2021,1,13,17:00,UTC,0,1028,0,28,-20.6,2
2021,1,13,18:00,UTC,0,1028.1,0,28,-21,2.2
2021,1,13,19:00,UTC,0,1028.5,0,28,-22.3,1.5
2021,1,13,20:00,UTC,0,1028.8,0,28,-22.6,1.4
2021,1,13,21:00,UTC,0,1029,0,28,-23.5,1
2021,1,13,22:00,UTC,0,1029.3,0,28,-23.1,1.5
2021,1,13,23:00,UTC,0,1029,0,28,-23.8,1.2
2021,1,14,00:00,UTC,0,1028.8,0,28,-24.2,1.4
2021,1,14,01:00,UTC,0,1029.1,0,28,-24.7,1.3
2021,1,14,02:00,UTC,0,1029,0,28,-25.6,1.1
2021,1,14,03:00,UTC,0,1028.9,0,28,-25.3,1.2
2021,1,14,04:00,UTC,0,1028.5,0,28,-25.2,1.3
2021,1,14,05:00,UTC,0,1028.5,0,28,-26.4,0.8
2021,1,14,06:00,UTC,0,1028.4,0,28,-27,0.9
2021,1,14,07:00,UTC,2,1028.7,0,28,-26.4,1
2021,1,14,08:00,UTC,4,1028.9,0,28,-26.6,1.1
2021,1,14,09:00,UTC,0,1028.8,0,28,-26.1,1
2021,1,14,10:00,UTC,0,1028.4,0,28,-25.1,1.1
2021,1,14,11:00,UTC,0,1028.2,0,28,-24.8,0.9
2021,1,14,12:00,UTC,0,1027.9,0,28,-25.1,0.8
2021,1,14,13:00,UTC,0,1027.3,0,28,-25.8,1.6
2021,1,14,14:00,UTC,0,1027.3,0,28,-26.8,0.9
2021,1,14,15:00,UTC,0,1027.4,0,28,-27.5,0.7
2021,1,14,16:00,UTC,0,1027,0,28,-27.6,0
2021,1,14,17:00,UTC,0,1026.8,0,28,-27.6,1
2021,1,14,18:00,UTC,0,1026.1,0,28,-27.3,1.5
2021,1,14,19:00,UTC,0,1025.8,0,28,-27.8,0.5
2021,1,14,20:00,UTC,6,1025.5,0,28,-27.7,1.1
2021,1,14,21:00,UTC,1,1025.2,0,28,-27.6,1.3
2021,1,14,22:00,UTC,7,1025.1,0,28,-27.1,0.8
2021,1,14,23:00,UTC,8,1024.6,0,28,-26,1
2021,1,15,00:00,UTC,8,1024.2,0,28,-25.3,0.5
2021,1,15,01:00,UTC,8,1023.5,0,28,-24.6,0
2021,1,15,02:00,UTC,8,1023,0,28,-23.6,1.5
2021,1,15,03:00,UTC,8,1022.4,0,28,-22.4,1
2021,1,15,04:00,UTC,8,1022,0,28,-21.7,0.8
2021,1,15,05:00,UTC,8,1021.4,0,28,-20.8,1
2021,1,15,06:00,UTC,8,1021,0,28,-20.2,1.5
2021,1,15,07:00,UTC,8,1020.7,0,28,-19.5,0.8
2021,1,15,08:00,UTC,8,1020.6,0,28,-18.8,0.8
2021,1,15,09:00,UTC,8,1020.5,0.1,28,-18,1.2
2021,1,15,10:00,UTC,8,1020.3,0,28,-16.9,0
2021,1,15,11:00,UTC,7,1019.5,0,28,-16.2,0.7
2021,1,15,12:00,UTC,7,1019.3,0,28,-15.7,0
2021,1,15,13:00,UTC,8,1018.9,0,28,-15.2,0
2021,1,15,14:00,UTC,7,1018.7,0,28,-14.9,0
2021,1,15,15:00,UTC,8,1018.6,0,28,-14.5,0
2021,1,15,16:00,UTC,7,1018.4,0,28,-14,0.8
2021,1,15,17:00,UTC,7,1018.4,0,28,-13.4,0.6
2021,1,15,18:00,UTC,8,1018.4,0,28,-12.5,0
2021,1,15,19:00,UTC,7,1018.5,0,28,-11.8,0
2021,1,15,20:00,UTC,7,1018.4,0,28,-11.6,0
2021,1,15,21:00,UTC,8,1018.8,0,28,-11.1,0.6
2021,1,15,22:00,UTC,8,1019.2,0.2,28,-10.7,0.6
2021,1,15,23:00,UTC,8,1019.2,0.1,28,-10.8,1.2
2021,1,16,00:00,UTC,7,1019.2,0,28,-11.2,0.6
2021,1,16,01:00,UTC,8,1019.4,0,28,-10.6,0
2021,1,16,02:00,UTC,8,1019.5,0,28,-10.3,0
2021,1,16,03:00,UTC,8,1019.7,0,28,-10,0.6
2021,1,16,04:00,UTC,8,1019.7,0,28,-9.8,0.7
2021,1,16,05:00,UTC,8,1019.6,0.2,28,-9.6,0.8
2021,1,16,06:00,UTC,7,1019.6,0,28,-9.4,0.7
2021,1,16,07:00,UTC,7,1019.6,0.1,29,-9.5,0.8
2021,1,16,08:00,UTC,7,1019.7,0,29,-9.1,1.2
2021,1,16,09:00,UTC,7,1019.7,0,29,-8.7,1
2021,1,16,10:00,UTC,7,1019.5,0,29,-8.3,1.5
2021,1,16,11:00,UTC,7,1019.1,0,28,-8.3,1.1
2021,1,16,12:00,UTC,7,1018.8,0,29,-8.1,0.6
2021,1,16,13:00,UTC,7,1018.5,0,28,-9,1.3
2021,1,16,14:00,UTC,7,1018.2,0,28,-8,0.8
2021,1,16,15:00,UTC,7,1017.9,0,28,-8.1,0.7
2021,1,16,16:00,UTC,9,1017.7,0,28,-9,0.9
2021,1,16,17:00,UTC,9,1017.4,0,28,-8.9,0
2021,1,16,18:00,UTC,9,1017.3,0,28,-8.3,0.6
2021,1,16,19:00,UTC,7,1016.9,0,28,-7.9,0.8
2021,1,16,20:00,UTC,7,1016.7,0,28,-7.7,0.7
2021,1,16,21:00,UTC,7,1016.7,0,28,-7.4,1
2021,1,16,22:00,UTC,7,1016.3,0,28,-7,0.8
2021,1,16,23:00,UTC,8,1016,0,28,-6.8,0.6
2021,1,17,00:00,UTC,8,1015.6,0,28,-6.6,0.6
2021,1,17,01:00,UTC,8,1015,0,28,-5.8,1.3
2021,1,17,02:00,UTC,8,1014.6,0,28,-5.8,1.3
2021,1,17,03:00,UTC,7,1014.4,0,28,-6.1,0.8
2021,1,17,04:00,UTC,8,1014,0,28,-4.2,1.7
2021,1,17,05:00,UTC,7,1013.8,0,28,-3.5,1.8
2021,1,17,06:00,UTC,7,1013.6,0,28,-4.1,1.9
2021,1,17,07:00,UTC,7,1013.5,0,28,-4.5,2.4
2021,1,17,08:00,UTC,7,1013.7,0,28,-4.5,2
2021,1,17,09:00,UTC,8,1013.7,0,28,-4.2,1.7
2021,1,17,10:00,UTC,8,1013.5,0,28,-3.4,1.3
2021,1,17,11:00,UTC,7,1013.3,0,28,-3.3,2.6
2021,1,17,12:00,UTC,7,1013.2,0,28,-3.9,2
2021,1,17,13:00,UTC,8,1013,0,28,-4.3,1.8
2021,1,17,14:00,UTC,8,1012.7,0,28,-4.1,1.6
2021,1,17,15:00,UTC,8,1012.6,0,28,-4,1.3
