Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2018,1,2,18:00,UTC,8,996.4,0,100,0,40,-2.3,-2.3,20598,196,1.8,1.1
2018,1,2,19:00,UTC,8,996.8,0,100,0,40,-2.4,-2.4,15563,192,1.8,1.2
2018,1,2,20:00,UTC,8,997.2,0,100,0,40,-2.1,-2.1,14770,119,1.1,0.7
2018,1,2,21:00,UTC,8,997.6,0,100,0,40,-2,-2,14195,145,2.3,1.3
2018,1,2,22:00,UTC,8,997.5,0,100,0,40,-1.9,-1.9,9270,135,3.8,2
2018,1,2,23:00,UTC,7,997.4,0,100,0,39,-2.1,-2.1,8353,140,3.9,2.3
2018,1,3,00:00,UTC,7,997.2,0.1,100,0,40,-2,-2,8498,140,4.9,2.4
2018,1,3,01:00,UTC,8,997,0,100,0,39,-1.7,-1.8,12442,138,6,2.9
2018,1,3,02:00,UTC,8,996.5,0,98,0,39,-1.5,-1.8,18180,142,7.6,3.8
2018,1,3,03:00,UTC,8,995.8,0.2,99,0,40,-1.5,-1.6,27186,143,6.6,3.6
2018,1,3,04:00,UTC,8,995.4,0.1,100,0,37,-1.2,-1.2,31466,150,5.6,3.3
2018,1,3,05:00,UTC,8,995.1,0,99,0,37,-0.7,-0.8,50000,155,5.5,3.2
2018,1,3,06:00,UTC,8,994.8,0,99,0,38,-0.1,-0.2,7191,156,6.7,3.3
2018,1,3,07:00,UTC,8,995,0.3,100,0,41,0.2,0.2,9573,161,7,3.6
2018,1,3,08:00,UTC,8,995.5,0.2,100,0,42,0.5,0.5,30293,175,6.3,3.3
2018,1,3,09:00,UTC,7,996.4,0,100,0,42,0.4,0.4,8781,208,7,3.3
2018,1,3,10:00,UTC,7,996.9,0,93,0,42,0.3,-0.8,50000,199,8.6,4.3
2018,1,3,11:00,UTC,8,997.5,0,94,0,42,0.2,-0.7,50000,196,5,3
2018,1,3,12:00,UTC,8,998.2,0,90,0,42,0.1,-1.3,50000,198,7.1,3.6
2018,1,3,13:00,UTC,7,998.7,0,92,0,42,-0.2,-1.3,50000,182,3.9,2.4
2018,1,3,14:00,UTC,8,999.1,0,91,0,42,-0.2,-1.5,50000,196,5.8,2.7
2018,1,3,15:00,UTC,8,999.4,0,93,0,42,-0.5,-1.5,28525,183,5,2.8
2018,1,3,16:00,UTC,8,1000.1,0,91,0,42,-0.7,-2,50000,209,5.8,2.5
2018,1,3,17:00,UTC,8,1000.3,0,91,0,42,-0.9,-2.2,50000,204,5.3,2.9
2018,1,3,18:00,UTC,8,1000.9,0,91,0,42,-0.9,-2.2,50000,201,3.7,1.9
2018,1,3,19:00,UTC,8,1001.3,0,90,0,42,-0.8,-2.2,50000,226,4.9,2.1
2018,1,3,20:00,UTC,8,1001.8,0,91,0,42,-1,-2.3,50000,207,4.1,1.8
2018,1,3,21:00,UTC,8,1001.9,0,91,0,42,-0.9,-2.2,50000,181,3.7,2.1
2018,1,3,22:00,UTC,7,1002.1,0,90,0,42,-0.8,-2.2,50000,195,2.7,1.2
2018,1,3,23:00,UTC,8,1002.3,0,93,0,42,-1.1,-2,50000,180,1.1,0.5
2018,1,4,00:00,UTC,8,1002.6,0,93,0,42,-1.3,-2.3,50000,191,1.8,0.9
2018,1,4,01:00,UTC,6,1002.8,0,96,0,42,-2.6,-3,36269,0,0,0
2018,1,4,02:00,UTC,7,1003.1,0,100,0,42,-3.2,-3.3,50000,138,2.1,1.1
2018,1,4,03:00,UTC,7,1003.1,0,100,0,42,-3.3,-3.3,9182,140,1.8,1.1
2018,1,4,04:00,UTC,8,1003.5,0,100,0,42,-2.6,-2.6,24782,157,1,0.5
2018,1,4,05:00,UTC,7,1003.6,0,100,0,42,-3.3,-3.3,3788,49,1.3,0.9
2018,1,4,06:00,UTC,1,1004.1,0,100,0,41,-5.8,-5.8,2256,14,1.7,1.1
2018,1,4,07:00,UTC,9,1004.8,0,98,0,42,-7.9,-8.2,654,0,0,0
2018,1,4,08:00,UTC,9,1005.5,0,99,0,42,-6.7,-6.9,305,328,2,1.1
2018,1,4,09:00,UTC,6,1005.7,0,98,0,42,-6.9,-7.1,25409,332,2.9,1.5
2018,1,4,10:00,UTC,0,1005.8,0,98,0,42,-7.5,-7.8,50000,352,2.7,1.4
2018,1,4,11:00,UTC,6,1005.7,0,97,0,42,-8,-8.3,50000,351,2.2,1.2
2018,1,4,12:00,UTC,7,1005.7,0,98,0,42,-7.7,-8,50000,353,2.1,1.1
2018,1,4,13:00,UTC,8,1006,0,98,0,42,-7,-7.2,15829,349,2.1,1.2
2018,1,4,14:00,UTC,7,1005.6,0,100,0,42,-4.7,-4.7,3808,35,3.8,1.9
2018,1,4,15:00,UTC,8,1005.9,0,100,0,41,-4.4,-4.4,42911,68,2.5,1.3
2018,1,4,16:00,UTC,8,1006,0,100,0,41,-4.1,-4.1,28324,65,5.1,2.1
2018,1,4,17:00,UTC,8,1005.8,0,100,0,41,-4.1,-4.1,34080,46,4.2,2.1
2018,1,4,18:00,UTC,7,1005.5,0,100,0,41,-4.3,-4.3,50000,42,3.8,2.1
2018,1,4,19:00,UTC,8,1005.5,0,100,0,41,-4.4,-4.4,24485,51,4.5,2
2018,1,4,20:00,UTC,7,1005,0,99,0,41,-5.3,-5.4,50000,50,6.4,2.9
2018,1,4,21:00,UTC,8,1004.6,0,99,0,41,-5.5,-5.7,15143,47,5.5,3
2018,1,4,22:00,UTC,7,1004,0,99,0,41,-5.4,-5.6,41186,52,5.3,2.6
2018,1,4,23:00,UTC,8,1003.5,0,98,0,40,-5.1,-5.3,12483,48,5.1,2.8
2018,1,5,00:00,UTC,8,1003,0,98,0,41,-4.8,-5,5765,52,7,3.1
2018,1,5,01:00,UTC,8,1002.6,0.1,98,0.4,40,-4.6,-4.8,3381,51,5.4,2.8
2018,1,5,02:00,UTC,8,1001.9,0.1,99,0.2,42,-4.2,-4.3,3934,56,6,3.1
2018,1,5,03:00,UTC,8,1001.3,0.4,99,0.7,42,-3.8,-4,1232,65,6.5,2.9
2018,1,5,04:00,UTC,8,1000.6,0.6,99,0.4,43,-3.7,-3.8,1660,60,6.7,3.1
2018,1,5,05:00,UTC,8,999.8,0.5,100,0.4,44,-3.5,-3.5,4242,55,6.1,3
2018,1,5,06:00,UTC,8,999.4,0.6,100,0.8,45,-3.2,-3.3,1636,69,5.6,2.6
2018,1,5,07:00,UTC,8,998.9,0.7,100,0.7,46,-3,-3,1269,71,5.9,3.2
2018,1,5,08:00,UTC,8,998.5,0.5,100,0.4,46,-2.8,-2.8,3147,65,5.3,2.9
2018,1,5,09:00,UTC,8,998,0.7,100,1.1,47,-2.5,-2.5,1345,73,5.1,2.5
2018,1,5,10:00,UTC,8,997.3,0.6,100,0.4,48,-2.2,-2.2,2072,72,5.1,3.3
2018,1,5,11:00,UTC,8,996.5,0.5,100,0.2,49,-2,-2,2288,75,5.7,2.7
2018,1,5,12:00,UTC,8,996,0.6,100,0.5,49,-1.7,-1.7,2698,77,5.2,2.5
2018,1,5,13:00,UTC,8,995.6,0.6,100,1,49,-1.5,-1.5,1600,77,4.9,2.3
2018,1,5,14:00,UTC,8,995.1,0.3,100,0.3,50,-1.1,-1.1,5163,81,4,2.4
2018,1,5,15:00,UTC,,994.6,0.2,100,0.4,49,-0.3,-0.3,13265,98,4.5,2.3
2018,1,5,16:00,UTC,8,994.2,0.2,100,0.2,49,0,0,2112,111,4,2
2018,1,5,17:00,UTC,8,994,0.3,100,0,49,0.3,0.3,8929,130,4,2.4
2018,1,5,18:00,UTC,8,993.9,0.1,100,0,49,0.3,0.3,36045,135,3.5,2
2018,1,5,19:00,UTC,8,993.8,0,100,0,50,0.5,0.5,8558,138,3.6,2.1
2018,1,5,20:00,UTC,8,993.9,0.3,100,0,50,0.4,0.4,8020,133,4.5,2.4
2018,1,5,21:00,UTC,8,993.9,0.3,100,0.2,50,0.4,0.4,7542,141,5,2.9
2018,1,5,22:00,UTC,8,993.9,0.1,100,0,50,0.5,0.5,21384,145,4.2,2.4
2018,1,5,23:00,UTC,7,993.7,0.1,100,0,50,0.5,0.5,12182,137,4.8,2.6
2018,1,6,00:00,UTC,7,993.2,0.1,100,0.3,50,0.5,0.5,10515,126,3.7,2.2
2018,1,6,01:00,UTC,8,993,0.1,100,0,49,0.5,0.5,11089,129,3.9,1.9
2018,1,6,02:00,UTC,8,992.7,0.3,100,0.4,49,0.3,0.3,2934,132,4.4,2.1
2018,1,6,03:00,UTC,8,992.2,0.6,100,0.2,49,0.3,0.3,7103,136,3.8,2.2
2018,1,6,04:00,UTC,8,991.9,0.1,100,0,49,0.8,0.8,9147,138,4.6,2.1
2018,1,6,05:00,UTC,8,991.6,0,100,0,49,0.9,0.9,10677,140,5.3,2.9
2018,1,6,06:00,UTC,8,991.5,0.1,100,0,49,0.7,0.7,6809,136,5.6,2.4
2018,1,6,07:00,UTC,7,991.4,0.2,100,0.5,49,0.6,0.6,7313,134,4.9,2.5
2018,1,6,08:00,UTC,7,991.3,0.3,100,0.5,49,0.4,0.4,3147,132,5,2.6
2018,1,6,09:00,UTC,7,991.2,0.4,100,0.5,49,0.4,0.4,3542,123,4.1,2.2
2018,1,6,10:00,UTC,7,990.8,0.5,100,0.7,49,0.3,0.3,2473,127,3.4,1.9
2018,1,6,11:00,UTC,8,990.3,0.4,100,0.5,49,0.4,0.4,3080,127,4.2,1.7
2018,1,6,12:00,UTC,8,990.2,0.5,100,0.7,49,0.3,0.3,2327,129,3.1,1.7
2018,1,6,13:00,UTC,8,990.2,0.4,100,0.4,49,0.1,0.1,2658,166,1.9,1.1
2018,1,6,14:00,UTC,8,990.1,0.3,100,0,49,0.1,0.1,2585,187,2,1.2
2018,1,6,15:00,UTC,8,990.7,0.1,100,0,49,-2.7,-2.7,16397,306,9,5.9
2018,1,6,16:00,UTC,8,991.4,0,99,0,49,-4.1,-4.2,7582,304,8.7,5.1
2018,1,6,17:00,UTC,8,992.1,0,98,0,49,-4.9,-5.1,2960,315,10,5.2
2018,1,6,18:00,UTC,8,993.1,0.2,100,0,49,-4.3,-4.3,1660,315,10.3,5.9
2018,1,6,19:00,UTC,7,994.2,0.1,99,0,49,-4,-4.2,3650,309,12.4,7
2018,1,6,20:00,UTC,7,995.4,0.1,97,0,49,-4.4,-4.7,9681,305,11.3,6.6
2018,1,6,21:00,UTC,8,996.2,0,96,0,49,-4.7,-5.2,6171,300,10.4,7.2
2018,1,6,22:00,UTC,7,996.8,0,93,0,49,-5,-5.9,17246,307,11.5,6.5
2018,1,6,23:00,UTC,7,997.1,0,92,0,48,-5.2,-6.2,50000,309,10.3,5.7
2018,1,7,00:00,UTC,7,997.6,0,90,0,48,-5,-6.4,50000,299,9,5.5
2018,1,7,01:00,UTC,4,998.2,0,86,0,48,-5.8,-7.8,50000,295,8.5,5.2
2018,1,7,02:00,UTC,7,998.6,0,85,0,48,-5.2,-7.4,50000,295,8.7,5.1
2018,1,7,03:00,UTC,3,999,0,84,0,48,-6,-8.3,50000,293,7.8,4.1
2018,1,7,04:00,UTC,0,999.4,0,83,0,48,-6.2,-8.6,50000,296,7.2,4.5
2018,1,7,05:00,UTC,0,999.7,0,85,0,48,-6,-8.1,50000,301,8,4.8
2018,1,7,06:00,UTC,0,1000.2,0,82,0,48,-5.6,-8.1,50000,300,10.2,5.2
2018,1,7,07:00,UTC,1,1000.7,0,82,0,48,-5.7,-8.3,50000,302,10.6,5.8
2018,1,7,08:00,UTC,0,1001.2,0,81,0,48,-5.5,-8.2,50000,301,8.7,5.2
2018,1,7,09:00,UTC,7,1001.7,0,79,0,48,-5,-8.1,50000,304,9.1,5.6
2018,1,7,10:00,UTC,0,1001.6,0,78,0,48,-5,-8.2,50000,304,8,5.8
2018,1,7,11:00,UTC,0,1001.3,0,80,0,48,-5.1,-8.1,50000,298,7.7,4.3
2018,1,7,12:00,UTC,0,1001.9,0,87,0,48,-6.9,-8.7,50000,274,3.7,2.4
2018,1,7,13:00,UTC,0,1002.3,0,89,0,48,-6.4,-7.9,50000,254,4.4,2.2
2018,1,7,14:00,UTC,0,1001.9,0,92,0,48,-7.8,-8.9,50000,212,3,1.5
2018,1,7,15:00,UTC,0,1001.4,0,95,0,48,-11.2,-11.9,50000,168,1,0.7
2018,1,7,16:00,UTC,4,1000.8,0,95,0,48,-12.4,-13,17780,152,1.5,0.8
2018,1,7,17:00,UTC,0,1000.2,0,96,0,48,-12.9,-13.4,42407,149,1.3,1
2018,1,7,18:00,UTC,0,1000.2,0,96,0,48,-12.6,-13.1,49156,137,1.7,1.1
2018,1,7,19:00,UTC,0,1000.7,0,95,0,47,-12.9,-13.5,50000,123,1.3,0.9
2018,1,7,20:00,UTC,0,1001.8,0,93,0,48,-14.7,-15.6,21205,91,1.5,0.9
2018,1,7,21:00,UTC,0,1003.2,0,91,0,47,-16.2,-17.3,50000,40,2.3,1.4
2018,1,7,22:00,UTC,0,1004.6,0,88,0,47,-18.5,-20,50000,316,1.5,1.2
2018,1,7,23:00,UTC,7,1005.8,0,91,0,48,-18,-19.1,50000,294,2.4,2
2018,1,8,00:00,UTC,7,1006.9,0,92,0,47,-14.6,-15.6,21834,219,1.4,0.9
2018,1,8,01:00,UTC,1,1007.9,0,90,0,47,-16.5,-17.7,35822,188,2,1.2
2018,1,8,02:00,UTC,0,1008.9,0,89,0,47,-18.1,-19.4,50000,263,1.9,1.4
2018,1,8,03:00,UTC,0,1010,0,90,0,47,-17,-18.2,50000,227,3,1.8
2018,1,8,04:00,UTC,2,1010.8,0,90,0,47,-16.9,-18.1,29258,276,3,1.9
2018,1,8,05:00,UTC,0,1012.1,0,92,0,47,-16.2,-17.2,50000,0,0,0
2018,1,8,06:00,UTC,0,1012.7,0,90,0,47,-17,-18.3,50000,225,1.8,1
2018,1,8,07:00,UTC,0,1013.4,0,89,0,47,-18,-19.3,50000,248,2.3,1.4
2018,1,8,08:00,UTC,0,1014.3,0,92,0,47,-17.4,-18.4,50000,210,3.3,2.1
2018,1,8,09:00,UTC,0,1015.2,0,96,0,48,-14.5,-14.9,50000,224,3.8,2.4
2018,1,8,10:00,UTC,0,1015.7,0,95,0,47,-12,-12.7,50000,205,3,1.4
2018,1,8,11:00,UTC,0,1016,0,94,0,47,-12.1,-12.8,50000,193,2.2,0.9
2018,1,8,12:00,UTC,0,1016.1,0,95,0,47,-11.2,-11.8,50000,230,3.8,1.8
2018,1,8,13:00,UTC,0,1016.8,0,98,0,47,-9.3,-9.6,50000,237,3.3,2
2018,1,8,14:00,UTC,0,1017.1,0,98,0,47,-6.4,-6.7,50000,242,4.7,2.3
2018,1,8,15:00,UTC,0,1017.4,0,97,0,47,-8.7,-9.1,50000,227,2.9,1.3
2018,1,8,16:00,UTC,0,1017.4,0,98,0,47,-7,-7.3,50000,235,3.3,1.7
2018,1,8,17:00,UTC,0,1017.8,0,98,0,47,-6.6,-6.9,50000,253,4.6,2.3
2018,1,8,18:00,UTC,0,1017.9,0,97,0,47,-6.7,-7.1,50000,259,4.3,2.3
2018,1,8,19:00,UTC,0,1018.3,0,97,0,48,-6.2,-6.6,50000,251,3.6,2
2018,1,8,20:00,UTC,0,1018.5,0,96,0,47,-6.5,-7,50000,260,5.4,2.7
2018,1,8,21:00,UTC,0,1018.8,0,97,0,47,-6.6,-7.1,50000,257,5.1,2.4
2018,1,8,22:00,UTC,0,1019,0,96,0,47,-5.9,-6.4,50000,263,4.5,2.5
2018,1,8,23:00,UTC,0,1019,0,96,0,47,-5.8,-6.3,50000,254,3.7,1.8
2018,1,9,00:00,UTC,1,1019.1,0,97,0,47,-6.2,-6.6,50000,260,5.2,2.6
2018,1,9,01:00,UTC,4,1019.4,0,96,0,47,-8.4,-8.9,50000,215,3.5,1.9
2018,1,9,02:00,UTC,8,1019.9,0,98,0,47,-5.4,-5.6,50000,252,4.4,1.9
2018,1,9,03:00,UTC,8,1019.9,0,98,0,47,-4.7,-4.9,50000,219,3.3,1.9
2018,1,9,04:00,UTC,8,1019.4,0,98,0,47,-4.8,-5,50000,133,1.2,0.6
2018,1,9,05:00,UTC,8,1019.7,0,98,0,47,-4.8,-5,50000,240,1.4,0.8
2018,1,9,06:00,UTC,8,1019.6,0,100,0,47,-3.9,-3.9,50000,238,2.4,1.3
2018,1,9,07:00,UTC,8,1019.9,0,99,0,47,-3,-3.1,4390,251,2.5,1.3
2018,1,9,08:00,UTC,8,1020,0.1,99,0,47,-3.4,-3.5,5630,156,1.2,0.7
2018,1,9,09:00,UTC,8,1020,0.1,100,0,47,-3.6,-3.7,36814,154,1.7,1.1
2018,1,9,10:00,UTC,7,1019.9,0,100,0,47,-3.3,-3.3,50000,145,1.7,0.9
2018,1,9,11:00,UTC,7,1020,0,99,0,47,-3.5,-3.6,38307,126,2.2,1.2
2018,1,9,12:00,UTC,8,1020.1,0,100,0,47,-3.4,-3.4,9553,133,2.3,1.4
2018,1,9,13:00,UTC,8,1019.8,0,100,0,47,-3.3,-3.3,8466,132,3.4,2.1
2018,1,9,14:00,UTC,8,1020.4,0,100,0,47,-3.1,-3.1,10362,153,4,2.1
2018,1,9,15:00,UTC,8,1020.3,0,100,0,47,-3,-3,12956,148,3.1,1.6
2018,1,9,16:00,UTC,8,1020.2,0,100,0,47,-2.8,-2.8,5954,146,3.1,1.8
2018,1,9,17:00,UTC,8,1020.9,0,100,0,47,-2.6,-2.6,4273,150,3.1,1.6
2018,1,9,18:00,UTC,9,1021.5,0,100,0,47,-2.5,-2.5,1435,130,2.7,1.5
2018,1,9,19:00,UTC,7,1021.3,0,100,0,47,-2.3,-2.3,2901,166,3.5,1.9
2018,1,9,20:00,UTC,9,1021.5,0,100,0,47,-2.3,-2.3,1976,167,3.7,1.9
2018,1,9,21:00,UTC,7,1021.3,0,100,0,46,-2.5,-2.5,2525,180,3.2,1.8
2018,1,9,22:00,UTC,7,1021.4,0,100,0,46,-2.9,-2.9,5967,171,2.6,1.5
2018,1,9,23:00,UTC,8,1021.9,0,100,0,46,-3.1,-3.1,6602,179,2.1,1.1
2018,1,10,00:00,UTC,9,1021.8,0,100,0,46,-3.6,-3.6,1665,190,2,1.4
2018,1,10,01:00,UTC,7,1022.1,0,100,0,46,-4,-4,5030,193,1.8,1
2018,1,10,02:00,UTC,9,1022.4,0,100,0,46,-4,-4,624,189,0.8,0.6
2018,1,10,03:00,UTC,9,1022.1,0,100,0,46,-4.5,-4.5,378,193,1.7,1.1
2018,1,10,04:00,UTC,9,1022.3,0,100,0,46,-4.1,-4.1,1259,357,1.7,0.9
2018,1,10,05:00,UTC,9,1022.4,0,100,0,46,-4.3,-4.3,1290,172,2.5,1.2
2018,1,10,06:00,UTC,9,1022.6,0,100,0,46,-4.2,-4.2,804,214,1.7,1
2018,1,10,07:00,UTC,9,1022.5,0,100,0,46,-4.1,-4.1,1049,202,1.7,1
2018,1,10,08:00,UTC,7,1022.8,0,99,0,46,-5.2,-5.3,42244,0,0,0
2018,1,10,09:00,UTC,7,1023.1,0,99,0,46,-5.8,-6,47449,248,1.4,0.6
2018,1,10,10:00,UTC,9,1023.2,0,99,0,46,-5.6,-5.7,8870,195,1.7,1
2018,1,10,11:00,UTC,9,1023.3,0,100,0,46,-4.7,-4.7,1085,8,1.2,0.6
2018,1,10,12:00,UTC,7,1023.7,0,99,0,46,-5.8,-6,41382,0,0,0
2018,1,10,13:00,UTC,7,1023.6,0,99,0,46,-6,-6.2,6640,143,0.8,0.5
2018,1,10,14:00,UTC,8,1024,0,99,0,46,-6.2,-6.4,22571,183,1.4,0.7
2018,1,10,15:00,UTC,9,1024.1,0,98,0,46,-7,-7.3,8183,0,0,0
2018,1,10,16:00,UTC,7,1024.4,0,98,0,46,-6.6,-6.8,7587,105,1.5,0.9
2018,1,10,17:00,UTC,8,1024.7,0,98,0,46,-7.1,-7.4,12585,143,1.5,0.9
2018,1,10,18:00,UTC,7,1025,0,98,0,46,-7.7,-8,8328,184,2.9,1.6
2018,1,10,19:00,UTC,9,1025.1,0,99,0,46,-6.5,-6.7,2866,166,2.8,1.4
2018,1,10,20:00,UTC,7,1025.5,0,98,0,46,-7.2,-7.5,14545,180,2.2,1.4
2018,1,10,21:00,UTC,7,1025.8,0,97,0,46,-7.6,-8,11712,0,0,0
2018,1,10,22:00,UTC,8,1026.1,0,98,0,46,-7.9,-8.2,20266,183,1.7,1
2018,1,10,23:00,UTC,8,1026.6,0,97,0,46,-7.8,-8.1,20735,140,0.9,0.6
2018,1,11,00:00,UTC,7,1026.9,0,97,0,46,-7.9,-8.3,16930,137,1.4,1
2018,1,11,01:00,UTC,9,1027.2,0,98,0,46,-7.5,-7.8,2451,163,1.6,1
2018,1,11,02:00,UTC,7,1027.2,0,98,0,46,-7.5,-7.8,1478,117,3.4,1.8
2018,1,11,03:00,UTC,8,1027.8,0,97,0,46,-7.9,-8.2,12977,144,3.2,1.5
2018,1,11,04:00,UTC,8,1027.8,0,97,0,46,-8.8,-9.3,11600,143,2.9,1.7
2018,1,11,05:00,UTC,7,1028,0,96,0,46,-9.5,-10,6102,141,2.8,1.3
2018,1,11,06:00,UTC,8,1028.5,0,96,0,46,-10.2,-10.7,21290,161,2.3,1.3
2018,1,11,07:00,UTC,8,1029.3,0,95,0,46,-11,-11.6,43516,147,1.7,1
2018,1,11,08:00,UTC,8,1029.8,0,95,0,46,-11,-11.6,27781,146,2.5,1.4
2018,1,11,09:00,UTC,8,1030.4,0,95,0,46,-10.9,-11.5,21191,149,3.6,1.9
2018,1,11,10:00,UTC,8,1030.4,0,95,0,46,-11.1,-11.8,45523,154,3.8,2.1
2018,1,11,11:00,UTC,8,1030.6,0,95,0,46,-11.3,-12,35914,149,3.2,1.7
2018,1,11,12:00,UTC,8,1031.3,0,95,0,46,-11.2,-11.8,32034,146,3.6,2.1
2018,1,11,13:00,UTC,8,1031.8,0,95,0,46,-10.8,-11.4,40495,151,4,2.1
2018,1,11,14:00,UTC,8,1031.7,0,95,0,46,-10.5,-11.1,42851,159,4.3,2.5
2018,1,11,15:00,UTC,8,1032.2,0,95,0,46,-10.8,-11.5,50000,149,5.8,2.4
2018,1,11,16:00,UTC,8,1032.4,0,95,0,46,-11.6,-12.3,48363,148,5,2.9
2018,1,11,17:00,UTC,8,1032.4,0,95,0,46,-11.1,-11.7,27034,156,4.9,2.8
2018,1,11,18:00,UTC,8,1032.5,0,96,0,46,-10.5,-11.1,19946,160,5.5,2.8
2018,1,11,19:00,UTC,8,1032.9,0,96,0,46,-10.1,-10.7,19210,174,2.8,1.5
2018,1,11,20:00,UTC,8,1033,0,96,0,46,-9.8,-10.3,29231,176,3.6,1.8
2018,1,11,21:00,UTC,8,1033.7,0,96,0,46,-9.2,-9.6,28245,187,4.3,2.3
2018,1,11,22:00,UTC,8,1033.6,0,97,0,46,-8.6,-8.9,6668,171,5.6,2.6
