Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Lumensyvyys (cm),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2021,1,8,19:00,UTC,7,1022.9,0,14,-8.1,1.4
2021,1,8,20:00,UTC,7,1023.2,0,16,-8.2,1.6
2021,1,8,21:00,UTC,7,1023.5,0,14,-8.2,0.9
2021,1,8,22:00,UTC,7,1023.6,0,15,-8.3,1.6
2021,1,8,23:00,UTC,8,1023.8,0,16,-8.4,1.4
2021,1,9,00:00,UTC,8,1023.8,0,16,-8.6,2.6
2021,1,9,01:00,UTC,7,1023.8,0,16,-9,1.8
2021,1,9,02:00,UTC,8,1023.5,0,15,-9.3,1.7
2021,1,9,03:00,UTC,8,1023.5,0,15,-9.8,1.1
2021,1,9,04:00,UTC,8,1023.7,0,16,-10.3,1.3
2021,1,9,05:00,UTC,7,1023.8,0,17,-10.1,1.1
2021,1,9,06:00,UTC,8,1023.8,0,16,-10.2,0
2021,1,9,07:00,UTC,8,1023.9,0,16,-10.3,0.7
2021,1,9,08:00,UTC,8,1024.2,0,16,-10.2,0.6
2021,1,9,09:00,UTC,8,1024,0,16,-10.3,0
2021,1,9,10:00,UTC,8,1023.8,0,16,-10.2,0
2021,1,9,11:00,UTC,8,1023.5,0,15,-10.5,0.9
2021,1,9,12:00,UTC,8,1023,0,15,-10.1,0.5
2021,1,9,13:00,UTC,8,1023.1,0,16,-10.6,0.7
2021,1,9,14:00,UTC,8,1022.6,0,16,-10.5,1.4
2021,1,9,15:00,UTC,8,1022.7,0,17,-11.5,0
2021,1,9,16:00,UTC,8,1022.6,0,14,-12.2,0.8
2021,1,9,17:00,UTC,8,1022.2,0,15,-11.2,1.4
2021,1,9,18:00,UTC,8,1022.2,0,15,-11.8,1.8
2021,1,9,19:00,UTC,8,1021.9,0,15,-12.3,1.7
2021,1,9,20:00,UTC,8,1021.8,0,15,-12.9,0.7
2021,1,9,21:00,UTC,8,1021.5,0,16,-12.8,0.9
2021,1,9,22:00,UTC,8,1021.1,0,17,-12.9,1.3
2021,1,9,23:00,UTC,8,1020.8,0,16,-12.9,0.7
2021,1,10,00:00,UTC,8,1020.3,0,15,-13.1,1.4
2021,1,10,01:00,UTC,7,1020,0,15,-14.3,0.8
2021,1,10,02:00,UTC,8,1019.8,0,16,-14,1.4
2021,1,10,03:00,UTC,8,1019.4,0,16,-13.6,0.9
2021,1,10,04:00,UTC,8,1019,0,16,-13.1,1.2
2021,1,10,05:00,UTC,8,1018.6,0,16,-12.9,1.4
2021,1,10,06:00,UTC,7,1018.5,0,16,-13.7,1.2
2021,1,10,07:00,UTC,5,1018.6,0,16,-14.3,1.4
2021,1,10,08:00,UTC,8,1018.5,0,16,-13.1,0.9
2021,1,10,09:00,UTC,7,1018.2,0,16,-12,1.4
2021,1,10,10:00,UTC,8,1017.8,0,18,-10.9,2
2021,1,10,11:00,UTC,8,1017.3,0,15,-10.3,2.6
2021,1,10,12:00,UTC,8,1016.9,0.1,16,-9.6,2.9
2021,1,10,13:00,UTC,8,1016.5,0.1,15,-9.3,2.5
2021,1,10,14:00,UTC,8,1016.1,0,15,-8.6,2.1
2021,1,10,15:00,UTC,8,1015.9,0.1,15,-7.9,2
2021,1,10,16:00,UTC,8,1015.9,0,15,-7.4,2.4
2021,1,10,17:00,UTC,8,1015.7,0,17,-7.1,2.7
2021,1,10,18:00,UTC,8,1015.6,0,17,-7.1,3.1
2021,1,10,19:00,UTC,8,1015.3,0,18,-6.9,4.2
2021,1,10,20:00,UTC,8,1015.2,0.1,17,-6.9,3.8
2021,1,10,21:00,UTC,8,1014.8,0,17,-6.9,3.7
2021,1,10,22:00,UTC,8,1014.8,0,18,-7,3.8
2021,1,10,23:00,UTC,8,1014.4,0.4,18,-7.3,4.2
2021,1,11,00:00,UTC,8,1013.9,0,17,-7.3,5
2021,1,11,01:00,UTC,8,1013.6,0.1,18,-7.5,4.6
2021,1,11,02:00,UTC,8,1013.4,0.2,18,-7.8,4.5
2021,1,11,03:00,UTC,8,1012.9,0.1,18,-7.8,4.3
2021,1,11,04:00,UTC,8,1012.6,0.3,18,-8.1,4.3
2021,1,11,05:00,UTC,8,1012.3,0.2,19,-8.1,3.7
2021,1,11,06:00,UTC,8,1012.5,0.2,19,-7.9,3.7
2021,1,11,07:00,UTC,8,1012.6,0.1,19,-7.7,4.1
2021,1,11,08:00,UTC,8,1012.7,0.1,19,-7.7,3.9
2021,1,11,09:00,UTC,8,1012.9,0.8,21,-7.3,2.7
2021,1,11,10:00,UTC,8,1013,0,21,-6.7,3.1
2021,1,11,11:00,UTC,8,1013,0,21,-6.4,3.6
2021,1,11,12:00,UTC,8,1013,0,21,-6.4,3.8
2021,1,11,13:00,UTC,8,1013.2,,21,-6.4,2.6
2021,1,11,14:00,UTC,8,1013.3,0,21,-6.4,3
2021,1,11,15:00,UTC,8,1013.2,0,21,-6.5,3
2021,1,11,16:00,UTC,8,1013.1,0,21,-6.5,2.7
2021,1,11,17:00,UTC,8,1012.8,0,21,-6.6,3.3
2021,1,11,18:00,UTC,8,1012.9,0,20,-6.6,3.4
2021,1,11,19:00,UTC,8,1013.1,0,20,-6.7,3.4
2021,1,11,20:00,UTC,8,1012.4,0,20,-6.9,4.7
2021,1,11,21:00,UTC,8,1012.3,0,20,-6.8,4.4
2021,1,11,22:00,UTC,8,1012.4,0,20,-7,4.5
2021,1,11,23:00,UTC,8,1011.8,0,20,-7.3,5.5
2021,1,12,00:00,UTC,8,1011.5,0,20,-7.8,6.7
2021,1,12,01:00,UTC,8,1011.5,0,20,-8.3,4.8
2021,1,12,02:00,UTC,8,1011.1,0,20,-8.8,5.3
2021,1,12,03:00,UTC,8,1010.6,0,19,-9.1,5
2021,1,12,04:00,UTC,8,1010.1,0,19,-8.8,4.2
2021,1,12,05:00,UTC,8,1009.4,0,19,-8.8,8
2021,1,12,06:00,UTC,8,1009.1,0,19,-8.4,6.5
2021,1,12,07:00,UTC,8,1008.8,0,19,-8,6.6
2021,1,12,08:00,UTC,8,1008.5,0,19,-7.5,8.2
2021,1,12,09:00,UTC,8,1008.3,0,18,-7.2,8
2021,1,12,10:00,UTC,8,1008.4,0,20,-7,5.6
2021,1,12,11:00,UTC,8,1007.9,0,19,-6.7,6.5
2021,1,12,12:00,UTC,8,1007.9,0.2,19,-8.2,7.7
2021,1,12,13:00,UTC,8,1007.9,0.2,19,-8.6,7
2021,1,12,14:00,UTC,8,1008.2,0.3,19,-9,7.1
2021,1,12,15:00,UTC,8,1008.6,0.3,19,-9.3,6.5
2021,1,12,16:00,UTC,8,1008.9,0.2,19,-9.4,6.8
2021,1,12,17:00,UTC,8,1009.4,0.1,20,-9.7,5.7
2021,1,12,18:00,UTC,8,1010.1,0.2,20,-10,6.1
2021,1,12,19:00,UTC,7,1011,0.1,20,-10.1,7.4
2021,1,12,20:00,UTC,7,1011.9,0,20,-10.1,6.1
2021,1,12,21:00,UTC,7,1012.6,0,20,-10.4,6
2021,1,12,22:00,UTC,7,1013.4,0,20,-10.7,5.7
2021,1,12,23:00,UTC,7,1014,0,20,-10.8,6.7
2021,1,13,00:00,UTC,7,1014.5,0.1,20,-10.6,6.1
2021,1,13,01:00,UTC,9,1015.3,0.5,20,-11.7,5.6
2021,1,13,02:00,UTC,9,1015.8,0.8,22,-11.9,5.5
2021,1,13,03:00,UTC,9,1016.2,0.6,20,-12.3,6.3
2021,1,13,04:00,UTC,9,1016.8,0.4,22,-13,6.6
2021,1,13,05:00,UTC,9,1017.6,0.3,20,-13.4,6.1
2021,1,13,06:00,UTC,7,1018.4,0.1,22,-13.7,3.7
2021,1,13,07:00,UTC,7,1019.2,0,22,-13.9,5.2
2021,1,13,08:00,UTC,7,1020.2,0,22,-14.6,4.9
2021,1,13,09:00,UTC,7,1021,0,21,-15.7,5
2021,1,13,10:00,UTC,7,1021.6,0,21,-15.9,4.3
2021,1,13,11:00,UTC,7,1021.8,0,21,-16,5.3
2021,1,13,12:00,UTC,7,1021.9,0,21,-16.1,4.3
2021,1,13,13:00,UTC,7,1022.1,0,21,-16,4
2021,1,13,14:00,UTC,7,1022.7,0,21,-16.3,4.4
2021,1,13,15:00,UTC,7,1022.9,0,21,-16.3,4
2021,1,13,16:00,UTC,7,1023.3,0,21,-16.7,4.2
2021,1,13,17:00,UTC,7,1023.7,0,21,-16.9,4.2
2021,1,13,18:00,UTC,7,1023.9,0,20,-17.2,4.5
2021,1,13,19:00,UTC,7,1024.4,0,20,-17.7,3.8
2021,1,13,20:00,UTC,7,1024.8,0,20,-18,4
2021,1,13,21:00,UTC,7,1025,0,20,-18.8,3.4
2021,1,13,22:00,UTC,1,1025.5,0,20,-20.2,3.6
2021,1,13,23:00,UTC,0,1025.8,0,20,-21,2.7
2021,1,14,00:00,UTC,7,1025.7,0,20,-20.8,2.1
2021,1,14,01:00,UTC,7,1025.8,0,20,-21.1,2.5
2021,1,14,02:00,UTC,7,1025.7,0,20,-21,2.9
2021,1,14,03:00,UTC,7,1025.9,0,20,-21.2,3
2021,1,14,04:00,UTC,1,1026,0,20,-22.7,2.3
2021,1,14,05:00,UTC,0,1026.1,0,20,-24.5,2.2
2021,1,14,06:00,UTC,0,1026,0,20,-24.7,2.2
2021,1,14,07:00,UTC,0,1026.2,0,20,-24.5,2
2021,1,14,08:00,UTC,0,1026.4,0,20,-24.7,1.8
2021,1,14,09:00,UTC,0,1026.6,0,20,-25.1,2.7
2021,1,14,10:00,UTC,0,1026.3,0,20,-24.1,2.8
2021,1,14,11:00,UTC,0,1025.9,0,20,-24.8,2.2
2021,1,14,12:00,UTC,0,1025.5,0,20,-23.8,4
2021,1,14,13:00,UTC,0,1025.2,0,20,-24.2,3.1
2021,1,14,14:00,UTC,0,1025.5,0,20,-25,3.4
2021,1,14,15:00,UTC,0,1025.5,0,20,-24.8,4
2021,1,14,16:00,UTC,0,1025.6,0,20,-24.9,3.3
2021,1,14,17:00,UTC,0,1025.7,0,20,-25.6,3
2021,1,14,18:00,UTC,0,1025.3,0,20,-26.2,2.8
2021,1,14,19:00,UTC,0,1025.1,0,20,-25.9,2.7
2021,1,14,20:00,UTC,0,1025,0,20,-26.2,2
2021,1,14,21:00,UTC,0,1025.1,0,20,-27.5,1.1
2021,1,14,22:00,UTC,0,1024.9,0,20,-27.1,1.6
2021,1,14,23:00,UTC,0,1024.7,0,20,-27.5,0.8
2021,1,15,00:00,UTC,0,1024.7,0,20,-28.9,1.7
2021,1,15,01:00,UTC,0,1024.4,0,20,-28.6,2.9
2021,1,15,02:00,UTC,0,1024.3,0,20,-29.3,2.4
2021,1,15,03:00,UTC,0,1024.1,0,20,-28.5,1.3
2021,1,15,04:00,UTC,0,1023.8,0,20,-28.9,1.7
2021,1,15,05:00,UTC,0,1023.7,0,20,-29.3,0.5
2021,1,15,06:00,UTC,0,1023.7,0,20,-29,2
2021,1,15,07:00,UTC,7,1023.3,0,21,-26.7,1.4
2021,1,15,08:00,UTC,7,1023.1,0,21,-24.8,1.3
2021,1,15,09:00,UTC,8,1022.9,0,21,-23.4,0
2021,1,15,10:00,UTC,8,1022.3,0,20,-21.1,0.9
2021,1,15,11:00,UTC,8,1021.7,0,20,-18.9,0.8
2021,1,15,12:00,UTC,8,1020.7,0,20,-16.4,2.1
2021,1,15,13:00,UTC,8,1020.7,0.2,20,-17.7,0.7
2021,1,15,14:00,UTC,8,1020.3,0.2,21,-17.3,0.8
2021,1,15,15:00,UTC,8,1019.8,0,21,-16.4,0
2021,1,15,16:00,UTC,8,1019.3,0.1,20,-16.2,0.5
2021,1,15,17:00,UTC,8,1018.9,0.2,22,-15.3,0
2021,1,15,18:00,UTC,8,1018.6,0.1,22,-14.4,0
2021,1,15,19:00,UTC,8,1018.4,0,23,-12.6,0.7
2021,1,15,20:00,UTC,8,1018.3,0,22,-11.4,1.1
2021,1,15,21:00,UTC,8,1018.2,0,22,-10.2,1.6
2021,1,15,22:00,UTC,8,1018.5,0,22,-9.9,1.6
2021,1,15,23:00,UTC,8,1018.7,0,23,-9.5,3.1
2021,1,16,00:00,UTC,8,1018.9,0,23,-10.3,2.7
2021,1,16,01:00,UTC,8,1019.2,0,23,-11.3,1.7
2021,1,16,02:00,UTC,8,1019.9,0,23,-12.1,2.6
2021,1,16,03:00,UTC,8,1020.1,0,22,-13.4,1.1
2021,1,16,04:00,UTC,1,1020.4,0,22,-15.4,1.1
2021,1,16,05:00,UTC,0,1020.8,0,22,-18.6,1
2021,1,16,06:00,UTC,3,1021.3,0,22,-19.2,0.5
2021,1,16,07:00,UTC,1,1021.7,0,22,-19.5,0.6
2021,1,16,08:00,UTC,,,,,,
2021,1,16,09:00,UTC,8,1022.1,0,22,-20.1,0.9
2021,1,16,10:00,UTC,8,1021.9,0,22,-19,0
2021,1,16,11:00,UTC,7,1021.6,0,22,-17.4,1
2021,1,16,12:00,UTC,1,1021.3,0,22,-18.2,1
2021,1,16,13:00,UTC,7,1021.1,0,22,-18.4,0
2021,1,16,14:00,UTC,8,1020.8,0,22,-17.4,0
2021,1,16,15:00,UTC,8,1020.5,0,22,-16.2,0.5
2021,1,16,16:00,UTC,8,1020.5,0,22,-15.6,0
2021,1,16,17:00,UTC,8,1020.1,0,22,-15,0.8
2021,1,16,18:00,UTC,8,1019.8,0,22,-14.5,0
2021,1,16,19:00,UTC,8,1019.5,0,22,-13.6,0
2021,1,16,20:00,UTC,8,1019.2,0,22,-12.6,1.6
2021,1,16,21:00,UTC,8,1018.9,0,22,-9.5,1.7
2021,1,16,22:00,UTC,8,1018.6,0,22,-11.4,0
2021,1,16,23:00,UTC,8,1018.1,0,22,-10.2,1.1
2021,1,17,00:00,UTC,8,1017.7,0,23,-8,2
2021,1,17,01:00,UTC,,,,,,
2021,1,17,02:00,UTC,8,1017,0,22,-6.4,2.5
2021,1,17,03:00,UTC,8,1016.7,0,22,-5.8,2.5
2021,1,17,04:00,UTC,8,1016.5,0,22,-5.4,2.4
2021,1,17,05:00,UTC,8,1016.2,0,22,-5.1,2.3
2021,1,17,06:00,UTC,8,1016.3,0,22,-4.8,2.2
2021,1,17,07:00,UTC,8,1016.4,0,22,-4.9,2.8
2021,1,17,08:00,UTC,8,1016.6,0,22,-4.9,3.4
2021,1,17,09:00,UTC,8,1016.8,0,22,-5,3.7
2021,1,17,10:00,UTC,,,,,,
2021,1,17,11:00,UTC,8,1016.6,0,22,-4.7,2.7
2021,1,17,12:00,UTC,8,1016.3,0,22,-4.2,2.3
2021,1,17,13:00,UTC,8,1016.2,0,22,-3.9,2.5
2021,1,17,14:00,UTC,8,1016.1,0,22,-3.8,2.1
