Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Lumensyvyys (cm),Ilman lämpötila (degC),Tuulen nopeus (m/s)
2021,1,6,14:00,UTC,8,1024.9,0,4,-3.1,5.6
2021,1,6,15:00,UTC,8,1024.7,0,4,-3.3,4.7
2021,1,6,16:00,UTC,8,1024.1,0,4,-3.1,4.7
2021,1,6,17:00,UTC,8,1023.7,0,4,-3.1,4.4
2021,1,6,18:00,UTC,8,1023.4,0,4,-2.9,4.4
2021,1,6,19:00,UTC,7,1023.1,0,4,-2.6,4.5
2021,1,6,20:00,UTC,8,1022.8,0,4,-2.2,4.7
2021,1,6,21:00,UTC,7,1022.3,0,4,-2,4.2
2021,1,6,22:00,UTC,7,1021.8,0,4,-1.7,5.1
2021,1,6,23:00,UTC,8,1021.3,0,4,-1.5,6.4
2021,1,7,00:00,UTC,7,1021,0,6,-1.4,5.3
2021,1,7,01:00,UTC,7,1020.6,0,4,-1.2,6.3
2021,1,7,02:00,UTC,7,1020.4,0,4,-1.1,6.1
2021,1,7,03:00,UTC,7,1020.1,0,4,-1.1,5.2
2021,1,7,04:00,UTC,8,1019.7,0,4,-0.9,5.3
2021,1,7,05:00,UTC,7,1019.1,0,5,-1.1,6
2021,1,7,06:00,UTC,7,1018.9,0,5,-1,5.2
2021,1,7,07:00,UTC,8,1018.9,0,5,-1,5.4
2021,1,7,08:00,UTC,8,1018.8,0.7,4,-1.4,4.8
2021,1,7,09:00,UTC,8,1018.8,0.7,3,-1.5,
2021,1,7,10:00,UTC,7,1018.3,0.3,4,-0.6,5.7
2021,1,7,11:00,UTC,7,1017.9,0,4,-0.2,5.6
2021,1,7,12:00,UTC,8,1017.4,0,4,-0.2,6.3
2021,1,7,13:00,UTC,8,1017.1,0,4,-0.2,6.4
2021,1,7,14:00,UTC,8,1017,0,3,-1.3,3.5
2021,1,7,15:00,UTC,8,1017,0,3,-1.7,5
2021,1,7,16:00,UTC,8,1016.8,0,3,-2.1,5.4
2021,1,7,17:00,UTC,8,1016.8,0,4,-2.2,5.1
2021,1,7,18:00,UTC,8,1016.9,0,3,-2.1,4.4
2021,1,7,19:00,UTC,8,1017.1,0,4,-2.2,5.3
2021,1,7,20:00,UTC,7,1016.9,0,6,-2.2,5.8
2021,1,7,21:00,UTC,7,1016.9,0,5,-2.3,5.8
2021,1,7,22:00,UTC,7,1016.8,0,5,-2.3,5.4
2021,1,7,23:00,UTC,7,1016.7,0,5,-2.3,5.3
2021,1,8,00:00,UTC,7,1016.7,0,6,-2.3,5.3
2021,1,8,01:00,UTC,7,1017,0,4,-2.4,5.2
2021,1,8,02:00,UTC,7,1016.9,0,4,-2.5,4.6
2021,1,8,03:00,UTC,7,1017.1,0,4,-2.5,5.2
2021,1,8,04:00,UTC,7,1017.2,0,4,-2.5,5.3
2021,1,8,05:00,UTC,7,1017.3,0,4,-2.5,5
2021,1,8,06:00,UTC,7,1017.4,0,4,-2.5,5.4
2021,1,8,07:00,UTC,7,1017.8,0,4,-2.5,5
2021,1,8,08:00,UTC,7,1018.2,0,4,-2.5,5.5
2021,1,8,09:00,UTC,7,1018.5,0,4,-2.7,5.1
2021,1,8,10:00,UTC,7,1018.7,0,5,-3,3.8
2021,1,8,11:00,UTC,7,1018.7,0,5,-3,4.8
2021,1,8,12:00,UTC,7,1018.8,0,5,-3,4.5
2021,1,8,13:00,UTC,7,1018.7,0,5,-3.2,4
2021,1,8,14:00,UTC,7,1018.9,0,5,-3.2,3.7
2021,1,8,15:00,UTC,7,1019.2,0,5,-3.2,4
2021,1,8,16:00,UTC,7,1019.3,0,5,-3.2,4.7
2021,1,8,17:00,UTC,7,1019.5,0,5,-3.2,4.2
2021,1,8,18:00,UTC,7,1019.8,0,5,-3.3,3.4
2021,1,8,19:00,UTC,7,1020.2,0,5,-3.4,3.5
2021,1,8,20:00,UTC,7,1020.5,0,5,-3.4,3.6
2021,1,8,21:00,UTC,7,1020.8,0,5,-3.4,4.3
2021,1,8,22:00,UTC,7,1021,0,4,-3.9,4.5
2021,1,8,23:00,UTC,0,1021.1,0,4,-4.8,4.7
2021,1,9,00:00,UTC,7,1021.1,0,4,-4.9,4.2
2021,1,9,01:00,UTC,7,1021.1,0,4,-4.8,4.8
2021,1,9,02:00,UTC,7,1021.2,0,4,-5,4
2021,1,9,03:00,UTC,3,1021.2,0,4,-5.6,3.3
2021,1,9,04:00,UTC,7,1021.4,0,5,-5,2.9
2021,1,9,05:00,UTC,7,1021.8,0,4,-4.8,2.8
2021,1,9,06:00,UTC,7,1021.8,0,4,-4.8,3.5
2021,1,9,07:00,UTC,1,1022.2,0,4,-6,3.1
2021,1,9,08:00,UTC,0,1022.3,0,4,-6.8,2.5
2021,1,9,09:00,UTC,3,1022.4,0,4,-6.5,3.4
2021,1,9,10:00,UTC,0,1022.2,0,4,-6.2,3.5
2021,1,9,11:00,UTC,0,1021.9,0,4,-6.5,3.7
2021,1,9,12:00,UTC,0,1021.7,0,4,-6.5,2.8
2021,1,9,13:00,UTC,5,1021.9,0,4,-6.9,3.6
2021,1,9,14:00,UTC,8,1021.7,0,4,-7.4,3.6
2021,1,9,15:00,UTC,8,1021.7,0,4,-7.7,3.5
2021,1,9,16:00,UTC,8,1021.5,0,5,-7.8,2.7
2021,1,9,17:00,UTC,8,1021.4,0,5,-8.1,3.2
2021,1,9,18:00,UTC,1,1021.2,0,4,-9.2,2.3
2021,1,9,19:00,UTC,1,1021.1,0,5,-10.1,2.5
2021,1,9,20:00,UTC,1,1021.1,0,5,-11.1,2.2
2021,1,9,21:00,UTC,0,1021,0,5,-12.5,2.5
2021,1,9,22:00,UTC,0,1020.7,0,5,-12.1,2.6
2021,1,9,23:00,UTC,0,1020.4,0,5,-12.6,2.6
2021,1,10,00:00,UTC,0,1020.1,0,5,-13,2.1
2021,1,10,01:00,UTC,8,1019.8,0,5,-11.8,1.8
2021,1,10,02:00,UTC,8,1019.5,0,5,-10.6,1.3
2021,1,10,03:00,UTC,8,1019.4,0,5,-10.4,0.9
2021,1,10,04:00,UTC,8,1019.2,0,5,-9.9,1.2
2021,1,10,05:00,UTC,8,1018.8,0,5,-9.1,1.7
2021,1,10,06:00,UTC,8,1018.6,0,5,-8.5,1.9
2021,1,10,07:00,UTC,8,1018.3,0,5,-6.9,4
2021,1,10,08:00,UTC,8,1018.1,0,5,-3.5,4.3
2021,1,10,09:00,UTC,8,1017.8,0,5,-2.8,4.4
2021,1,10,10:00,UTC,8,1017.8,0,5,-2.4,4.3
2021,1,10,11:00,UTC,8,1017.5,0,5,-2,4.4
2021,1,10,12:00,UTC,8,1017,0.1,5,-1.8,4.3
2021,1,10,13:00,UTC,8,1016.8,0.1,5,-1.9,4.7
2021,1,10,14:00,UTC,8,1016.7,0.1,5,-1.9,4.8
2021,1,10,15:00,UTC,8,1016.3,0.5,5,-1.9,4.7
2021,1,10,16:00,UTC,8,1016,1,6,-1.8,6.2
2021,1,10,17:00,UTC,8,1015.5,0.6,5,-1.2,5.4
2021,1,10,18:00,UTC,8,1015.1,0.3,6,-0.8,6.1
2021,1,10,19:00,UTC,7,1014.8,0.4,6,-0.6,5.9
2021,1,10,20:00,UTC,8,1014.4,0,7,-0.3,5.6
2021,1,10,21:00,UTC,8,1013.9,0.8,9,0,6.1
2021,1,10,22:00,UTC,7,1013.5,0,9,0.2,7.2
2021,1,10,23:00,UTC,8,1013,0,8,0.2,6.6
2021,1,11,00:00,UTC,8,1012.4,0.2,17,-0.1,7.1
2021,1,11,01:00,UTC,7,1011.8,1,11,-0.3,7.7
2021,1,11,02:00,UTC,8,1011.6,1,12,-0.4,6.2
2021,1,11,03:00,UTC,8,1011.3,0.7,13,-0.2,6.8
2021,1,11,04:00,UTC,8,1011,0.2,15,-0.3,8.6
2021,1,11,05:00,UTC,7,1010.9,0,14,-0.2,7
2021,1,11,06:00,UTC,7,1011,0.1,14,0,7.8
2021,1,11,07:00,UTC,8,1011.3,0,15,0.1,6.2
2021,1,11,08:00,UTC,8,1011.3,0.1,14,0,7.8
2021,1,11,09:00,UTC,8,1011.6,0.1,15,0.1,6.3
2021,1,11,10:00,UTC,8,1011.5,0.1,15,-0.1,6.6
2021,1,11,11:00,UTC,8,1011.5,0.2,15,-0.2,5.2
2021,1,11,12:00,UTC,8,1011.4,0.2,16,-0.3,4.2
2021,1,11,13:00,UTC,8,1011.5,0.1,17,-0.4,4.1
2021,1,11,14:00,UTC,8,1011.5,0,17,-0.4,4
2021,1,11,15:00,UTC,8,1011.2,0,17,-0.2,3.5
2021,1,11,16:00,UTC,8,1011,0,17,-0.2,4.2
2021,1,11,17:00,UTC,8,1010.9,0,16,-0.3,4.8
2021,1,11,18:00,UTC,8,1010.5,0,17,-0.5,4.5
2021,1,11,19:00,UTC,8,1010.5,0,16,-0.9,6
2021,1,11,20:00,UTC,7,1010.1,0,16,-1.3,7.4
2021,1,11,21:00,UTC,8,1009.9,0,16,-1.2,7.8
2021,1,11,22:00,UTC,7,1009.6,0,16,-1,8
2021,1,11,23:00,UTC,8,1009.1,0,16,-1.4,8.8
2021,1,12,00:00,UTC,8,1008.6,0,20,-1.6,8.6
2021,1,12,01:00,UTC,8,1007.8,0,16,-1.5,10
2021,1,12,02:00,UTC,8,1006.7,0,16,-1.5,10.3
2021,1,12,03:00,UTC,7,1005.9,0,16,-1.3,10.6
2021,1,12,04:00,UTC,8,1005,0.1,16,-1.6,11.4
2021,1,12,05:00,UTC,7,1004.2,1.2,17,-1.5,10.1
2021,1,12,06:00,UTC,7,1003.6,0.9,19,-1.4,9.9
2021,1,12,07:00,UTC,7,1003.4,,21,-1.4,10.7
2021,1,12,08:00,UTC,7,1003.1,,22,-1.2,11.3
2021,1,12,09:00,UTC,8,1002.7,,25,-1,10.7
2021,1,12,10:00,UTC,8,1002.4,,26,-0.8,11.1
2021,1,12,11:00,UTC,8,1002,,28,-0.8,11.4
2021,1,12,12:00,UTC,8,1001.7,,29,-0.8,11.3
2021,1,12,13:00,UTC,8,1001.6,,29,-0.8,10.6
2021,1,12,14:00,UTC,8,1001.6,,30,-0.7,10.8
2021,1,12,15:00,UTC,8,1001.8,,30,-0.2,10.2
2021,1,12,16:00,UTC,8,1002.2,,30,-0.1,10.4
2021,1,12,17:00,UTC,7,1002.5,,30,-0.6,9.2
2021,1,12,18:00,UTC,8,1002.9,,32,-1.1,10.2
2021,1,12,19:00,UTC,7,1003.5,,33,-1.3,9.8
2021,1,12,20:00,UTC,7,1004.3,,33,-1.3,9.8
2021,1,12,21:00,UTC,7,1004.8,,34,-1.3,9.4
2021,1,12,22:00,UTC,7,1005.3,,34,-1.2,8.9
2021,1,12,23:00,UTC,7,1005.7,,35,-1.1,8.3
2021,1,13,00:00,UTC,7,1006,,41,-1.1,7.6
2021,1,13,01:00,UTC,7,1006.5,,36,-1.1,9
2021,1,13,02:00,UTC,8,1006.9,,37,-1.3,11.2
2021,1,13,03:00,UTC,8,1007.4,,37,-1.6,10.9
2021,1,13,04:00,UTC,7,1007.7,,38,-1.6,10.2
2021,1,13,05:00,UTC,7,1008.3,,38,-1.7,11.4
2021,1,13,06:00,UTC,7,1008.9,,38,-1.8,10.1
2021,1,13,07:00,UTC,7,1009.6,,39,-2.1,11.3
2021,1,13,08:00,UTC,7,1010.7,,39,-2.5,9.9
2021,1,13,09:00,UTC,7,1011.4,,39,-2.6,10
2021,1,13,10:00,UTC,7,1012.2,,39,-5.2,6.1
2021,1,13,11:00,UTC,7,1012.7,,40,-6.5,7.4
2021,1,13,12:00,UTC,7,1013,,40,-6.8,8
2021,1,13,13:00,UTC,7,1013.5,,39,-7,8.9
2021,1,13,14:00,UTC,7,1014.2,,39,-7.6,7.8
2021,1,13,15:00,UTC,7,1014.9,,39,-7.9,6.2
2021,1,13,16:00,UTC,7,1015.4,,39,-8.3,5.6
2021,1,13,17:00,UTC,7,1015.9,,39,-8.3,6.2
2021,1,13,18:00,UTC,7,1016.5,,39,-8.4,6.3
2021,1,13,19:00,UTC,7,1016.8,0.1,39,-8.5,5.9
2021,1,13,20:00,UTC,7,1017.2,0.1,38,-8.3,5.4
2021,1,13,21:00,UTC,7,1017.5,0.3,38,-8.2,4.9
2021,1,13,22:00,UTC,7,1017.8,0.2,38,-8.1,4.8
2021,1,13,23:00,UTC,7,1018,0,38,-7.9,5.7
2021,1,14,00:00,UTC,7,1018.3,0,38,-8.9,4.8
2021,1,14,01:00,UTC,7,1018.6,0,38,-9.2,5.7
2021,1,14,02:00,UTC,7,1019,0,38,-10.1,5.3
2021,1,14,03:00,UTC,7,1019.3,0,38,-10.7,4.6
2021,1,14,04:00,UTC,7,1019.6,0,38,-11.3,6.2
2021,1,14,05:00,UTC,7,1019.8,0,37,-11.7,5.2
2021,1,14,06:00,UTC,7,1019.9,0.1,36,-12.2,5.4
2021,1,14,07:00,UTC,7,1020.1,0,36,-12.4,5.2
2021,1,14,08:00,UTC,7,1020.4,0,36,-12.3,5.1
2021,1,14,09:00,UTC,8,1020.9,0,36,-12.7,6
2021,1,14,10:00,UTC,7,1020.9,0,36,-13.4,6
2021,1,14,11:00,UTC,8,1020.5,,36,-13.5,5.1
2021,1,14,12:00,UTC,0,1020.2,,36,-14,4.8
2021,1,14,13:00,UTC,0,1020.3,0,36,-14.8,5.3
2021,1,14,14:00,UTC,0,1020.5,0,36,-16,5.1
2021,1,14,15:00,UTC,0,1020.8,0,37,-17.1,5.3
2021,1,14,16:00,UTC,0,1020.8,0,37,-18.1,5.1
2021,1,14,17:00,UTC,0,1021,0,38,-18.6,6.3
2021,1,14,18:00,UTC,0,1021.1,0,38,-19.4,5.4
2021,1,14,19:00,UTC,0,1021.1,0,38,-19.8,5.2
2021,1,14,20:00,UTC,0,1021,0,37,-20.1,5.2
2021,1,14,21:00,UTC,0,1021.1,0,36,-20.5,4.7
2021,1,14,22:00,UTC,0,1021.1,0,36,-20.7,5
2021,1,14,23:00,UTC,0,1020.9,0,36,-20.7,4.8
2021,1,15,00:00,UTC,0,1021,0,36,-20.9,4.6
2021,1,15,01:00,UTC,0,1021.1,0,36,-21.2,5
2021,1,15,02:00,UTC,0,1020.9,0,36,-21.1,4.1
2021,1,15,03:00,UTC,0,1021.1,0,36,-21.2,4.3
2021,1,15,04:00,UTC,0,1021.1,0,36,-21.3,4.5
2021,1,15,05:00,UTC,0,1021.1,0,36,-21.6,4.4
2021,1,15,06:00,UTC,0,1021.2,0,36,-21.7,4.1
2021,1,15,07:00,UTC,0,1021.4,0,36,-21.8,4.1
2021,1,15,08:00,UTC,0,1021.4,0,36,-21.4,4.8
2021,1,15,09:00,UTC,0,1021.7,0,36,-20.9,4.7
2021,1,15,10:00,UTC,0,1021.7,0,36,-20.1,4.7
2021,1,15,11:00,UTC,0,1021.5,0,35,-19.2,2.5
2021,1,15,12:00,UTC,0,1021.1,0,35,-18.9,2.5
2021,1,15,13:00,UTC,8,1021.1,0,35,-18.1,1.9
2021,1,15,14:00,UTC,8,1020.8,0,35,-17.8,3.4
2021,1,15,15:00,UTC,7,1020.5,0,35,-17.3,3.2
2021,1,15,16:00,UTC,8,1020.4,0,35,-16.6,2.8
2021,1,15,17:00,UTC,8,1020,0,35,-16.2,2
2021,1,15,18:00,UTC,7,1019.5,0,35,-15.6,2.1
2021,1,15,19:00,UTC,8,1019.1,0.1,35,-15,2.6
2021,1,15,20:00,UTC,8,1018.8,0,35,-14.4,1.5
2021,1,15,21:00,UTC,8,1018.3,0.1,34,-14.1,2.5
2021,1,15,22:00,UTC,8,1018,0.1,35,-13.2,2.3
2021,1,15,23:00,UTC,8,1017.6,0.1,34,-12.6,2.2
2021,1,16,00:00,UTC,8,1017.4,0.1,35,-12.4,2.4
2021,1,16,01:00,UTC,7,1017.3,0.1,35,-12.4,4
2021,1,16,02:00,UTC,7,1017.6,0,35,-13,4.4
2021,1,16,03:00,UTC,0,1018.1,0,35,-14.4,4
2021,1,16,04:00,UTC,0,1018.6,0,35,-15.5,4.3
2021,1,16,05:00,UTC,0,1019,0,35,-16,3.8
2021,1,16,06:00,UTC,0,1019.6,0,35,-16.7,3.7
2021,1,16,07:00,UTC,0,1020,0,35,-17.1,3.5
2021,1,16,08:00,UTC,0,1020.5,0,35,-17.1,3.9
2021,1,16,09:00,UTC,0,1020.8,0,35,-17.4,3.9
2021,1,16,10:00,UTC,0,1020.9,0,35,-16.9,3.6
2021,1,16,11:00,UTC,0,1021.2,0,35,-15.8,2.8
2021,1,16,12:00,UTC,0,1020.9,0,35,-15.5,3.4
2021,1,16,13:00,UTC,0,1021.1,0,35,-15.7,3
2021,1,16,14:00,UTC,0,1021.1,0,34,-16.7,2
2021,1,16,15:00,UTC,0,1021.1,0,34,-16.8,3.2
2021,1,16,16:00,UTC,0,1020.9,0,34,-18,1.6
2021,1,16,17:00,UTC,0,1020.9,0,34,-17.4,3.1
2021,1,16,18:00,UTC,0,1020.9,0,34,-17.9,3.5
2021,1,16,19:00,UTC,0,1020.6,0,34,-18.3,3
2021,1,16,20:00,UTC,0,1021,0,34,-18.3,2.2
2021,1,16,21:00,UTC,0,1021.2,0,34,-18.1,1.7
2021,1,16,22:00,UTC,0,1020.8,0,34,-18.4,2.9
2021,1,16,23:00,UTC,0,1020.4,0,34,-18.7,3.1
2021,1,17,00:00,UTC,1,1019.9,0,34,-18.3,3.2
2021,1,17,01:00,UTC,1,1019.9,0,34,-18,2.9
2021,1,17,02:00,UTC,7,1019.7,0,34,-17.3,3.5
2021,1,17,03:00,UTC,8,1019.5,0,34,-16.3,3.7
2021,1,17,04:00,UTC,7,1019,0,34,-15,3.5
2021,1,17,05:00,UTC,7,1019,0,33,-14.6,2.9
2021,1,17,06:00,UTC,8,1018.9,0,33,-14.4,3
2021,1,17,07:00,UTC,8,1018.9,0,33,-13.5,2.8
2021,1,17,08:00,UTC,8,1019,0,33,-13.3,3.2
2021,1,17,09:00,UTC,8,1019.2,0,33,-11.9,2.7
2021,1,17,10:00,UTC,8,1019.1,0,33,-11.2,3.3
2021,1,17,11:00,UTC,8,1018.9,0,33,-9.3,2.4
2021,1,17,12:00,UTC,8,1018.7,0,33,-8.3,3.5
2021,1,17,13:00,UTC,7,1018.7,0,32,-8.3,2.3
2021,1,17,14:00,UTC,1,1018.5,0,32,-9.4,3.8
